,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
30890,2021-01-01,VA,358755,299963.0,58792.0,3988,1079.0,5117,4509.0,608.0,36,5.0,01/02/2021 02:50:51 PM,Agree,Agree
18032,2021-01-01,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
20771,2021-01-01,UT,279722,279722.0,0.0,3110,0.0,1278,1252.0,26.0,9,1.0,01/02/2021 02:50:51 PM,Agree,Agree
14277,2021-01-01,GA,677589,575395.0,102194.0,11137,2418.0,10958,9889.0,1069.0,24,7.0,01/02/2021 02:50:51 PM,Agree,Agree
15106,2021-01-01,TN,612373,532992.0,79381.0,6165,1944.0,7875,6647.0,1228.0,100,26.0,01/01/2021 12:00:00 AM,Agree,Agree
7644,2021-01-01,WY,44409,38010.0,6399.0,0,0.0,438,438.0,0.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
18892,2021-01-01,CO,337161,322944.0,14217.0,3064,141.0,4873,4221.0,652.0,59,6.0,01/02/2021 02:50:51 PM,Agree,Agree
13370,2021-01-01,PR,77932,73162.0,4770.0,878,43.0,1526,1261.0,265.0,5,1.0,01/02/2021 02:50:51 PM,Agree,Agree
20836,2021-01-01,NYC,448506,396615.0,51891.0,6034,1061.0,25107,20358.0,4749.0,46,5.0,12/30/2020 12:00:00 AM,Agree,Agree
25739,2021-01-01,CT,185708,174679.0,11029.0,0,0.0,5995,4854.0,1141.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
29487,2021-01-01,MT,81555,81555.0,0.0,0,0.0,961,961.0,0.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
24392,2021-01-01,ID,141077,116717.0,24360.0,0,0.0,1436,1269.0,167.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
7935,2021-01-01,AZ,530622,504153.0,26469.0,10063,1379.0,9015,8128.0,887.0,151,29.0,01/02/2021 02:50:51 PM,Agree,Agree
26282,2021-01-01,MI,590912,542839.0,48073.0,1998,165.0,13921,13135.0,786.0,99,7.0,01/02/2021 12:00:00 AM,Agree,Agree
30059,2021-01-01,OR,113909,112189.0,1720.0,0,0.0,1477,1462.0,15.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
16420,2021-01-01,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
22973,2021-01-01,OH,700380,628336.0,72044.0,0,0.0,8962,8112.0,850.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
5451,2021-01-01,MS,223753,151719.0,72034.0,1825,1103.0,5666,4236.0,1430.0,28,14.0,01/03/2021 12:00:00 AM,Agree,Agree
10165,2021-01-01,OK,329026,268550.0,60476.0,3502,1016.0,4619,4095.0,524.0,55,10.0,01/02/2021 12:00:00 AM,Agree,Agree
27847,2021-01-01,DE,59670,57252.0,2418.0,823,31.0,930,828.0,102.0,0,0.0,01/03/2021 12:00:00 AM,Agree,Agree
19827,2021-01-01,MA,375178,359445.0,15733.0,0,0.0,12677,12409.0,268.0,64,1.0,01/03/2021 12:00:00 AM,Agree,Agree
1598,2021-01-01,IL,963389,963389.0,0.0,0,0.0,18173,16647.0,1526.0,195,38.0,01/02/2021 02:50:51 PM,Agree,Agree
5749,2021-01-01,ME,25243,21410.0,3833.0,1042,269.0,358,352.0,6.0,11,0.0,01/02/2021 02:50:51 PM,Agree,Agree
23664,2021-01-01,WI,522523,483007.0,39516.0,2085,180.0,5254,4869.0,385.0,12,2.0,01/02/2021 02:50:51 PM,Agree,Agree
9425,2021-01-01,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
3923,2021-01-01,AL,393714,312452.0,81262.0,2297,360.0,7247,5950.0,1297.0,82,20.0,01/03/2021 12:00:00 AM,Agree,Agree
3820,2021-01-01,NC,583219,525520.0,57699.0,9054,1541.0,7965,7363.0,602.0,79,10.0,01/01/2021 12:00:00 AM,Agree,Agree
32212,2021-01-01,KY,281011,225193.0,55818.0,1496,352.0,4872,4403.0,469.0,49,5.0,01/03/2021 12:00:00 AM,Agree,Agree
25469,2021-01-02,MI,593448,545091.0,48357.0,2536,284.0,13999,13206.0,793.0,78,7.0,01/03/2021 12:00:00 AM,Agree,Agree
19334,2021-01-02,OK,331382,270148.0,61234.0,2356,758.0,4684,4147.0,537.0,65,13.0,01/03/2021 12:00:00 AM,Agree,Agree
13808,2021-01-02,NYC,452671,400001.0,52670.0,4165,779.0,25149,20399.0,4750.0,42,1.0,12/31/2020 12:00:00 AM,Agree,Agree
13858,2021-01-02,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/03/2021 02:53:25 PM,Agree,Agree
3698,2021-01-02,NC,586646,528222.0,58424.0,3427,725.0,8081,7461.0,620.0,116,18.0,01/02/2021 12:00:00 AM,Agree,Agree
24439,2021-01-02,DE,60298,57849.0,2449.0,628,31.0,930,828.0,102.0,0,0.0,01/04/2021 12:00:00 AM,Agree,Agree
29990,2021-01-02,KY,283884,227433.0,56451.0,2873,633.0,4910,4434.0,476.0,38,7.0,01/04/2021 12:00:00 AM,Agree,Agree
30009,2021-01-02,VA,363765,303881.0,59884.0,5010,1092.0,5124,4516.0,608.0,7,0.0,01/03/2021 02:53:25 PM,Agree,Agree
32022,2021-01-02,AZ,539508,512405.0,27103.0,8886,634.0,9061,8166.0,895.0,46,8.0,01/03/2021 02:53:25 PM,Agree,Agree
12328,2021-01-02,CO,339172,324946.0,14226.0,2011,9.0,4912,4259.0,653.0,39,1.0,01/03/2021 02:53:25 PM,Agree,Agree
282,2021-01-02,MS,225642,152316.0,73326.0,1889,1292.0,5713,4253.0,1460.0,47,30.0,01/04/2021 12:00:00 AM,Agree,Agree
28966,2021-01-02,CT,190120,178949.0,11171.0,4412,142.0,6099,4937.0,1162.0,104,21.0,01/03/2021 02:53:25 PM,Agree,Agree
24517,2021-01-02,WI,523652,484085.0,39567.0,1129,51.0,5256,4870.0,386.0,2,1.0,01/03/2021 02:53:25 PM,Agree,Agree
32801,2021-01-02,WY,44573,38163.0,6410.0,164,11.0,438,438.0,0.0,0,0.0,01/03/2021 02:53:25 PM,Agree,Agree
18391,2021-01-02,MA,384181,367987.0,16194.0,9003,461.0,12758,12488.0,270.0,81,2.0,01/04/2021 12:00:00 AM,Agree,Agree
4762,2021-01-02,AL,397131,314885.0,82246.0,3417,984.0,7325,6008.0,1317.0,78,20.0,01/04/2021 12:00:00 AM,Agree,Agree
31186,2021-01-02,OR,116348,114628.0,1720.0,2439,0.0,1492,1477.0,15.0,15,0.0,01/03/2021 02:53:25 PM,Agree,Agree
10733,2021-01-02,PR,78169,73399.0,4770.0,237,0.0,1545,1279.0,266.0,19,1.0,01/03/2021 02:53:25 PM,Agree,Agree
13630,2021-01-02,UT,281654,281654.0,0.0,1932,0.0,1294,1266.0,28.0,16,2.0,01/03/2021 02:53:25 PM,Agree,Agree
21830,2021-01-02,TN,614480,534629.0,79851.0,2107,470.0,7973,6710.0,1263.0,98,35.0,01/02/2021 12:00:00 AM,Agree,Agree
25596,2021-01-02,ME,25590,21691.0,3899.0,347,66.0,359,353.0,6.0,1,0.0,01/03/2021 02:53:25 PM,Agree,Agree
8230,2021-01-02,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/03/2021 02:53:25 PM,Agree,Agree
21412,2021-01-02,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/03/2021 02:53:25 PM,Agree,Agree
25311,2021-01-02,IL,975352,975352.0,0.0,11963,0.0,18217,16674.0,1543.0,44,17.0,01/03/2021 02:53:25 PM,Agree,Agree
3187,2021-01-02,MT,81944,81944.0,0.0,389,0.0,971,971.0,0.0,10,0.0,01/03/2021 02:53:25 PM,Agree,Agree
22545,2021-01-02,OH,714673,640812.0,73861.0,14293,1817.0,9017,8154.0,863.0,55,13.0,01/03/2021 02:53:25 PM,Agree,Agree
415,2021-01-02,ID,142199,117636.0,24563.0,1122,203.0,1448,1281.0,167.0,12,0.0,01/03/2021 02:53:25 PM,Agree,Agree
14110,2021-01-02,GA,685122,581999.0,103123.0,7533,929.0,10960,9891.0,1069.0,2,0.0,01/03/2021 02:53:25 PM,Agree,Agree
28860,2021-01-03,MI,595792,547182.0,48610.0,2344,253.0,14083,13283.0,800.0,84,7.0,01/04/2021 12:00:00 AM,Agree,Agree
9182,2021-01-03,AZ,556745,528720.0,28025.0,17237,922.0,9061,8168.0,893.0,0,-2.0,01/04/2021 02:55:45 PM,Agree,Agree
9550,2021-01-03,KY,286295,229191.0,57104.0,2411,653.0,4957,4474.0,483.0,47,7.0,01/05/2021 12:00:00 AM,Agree,Agree
29404,2021-01-03,MT,82381,82381.0,0.0,437,0.0,972,972.0,0.0,1,0.0,01/04/2021 02:55:45 PM,Agree,Agree
14791,2021-01-03,OH,721481,646474.0,75007.0,6808,1146.0,9076,8199.0,877.0,59,14.0,01/04/2021 02:55:45 PM,Agree,Agree
5673,2021-01-03,AL,400416,317225.0,83191.0,3285,945.0,7400,6058.0,1342.0,75,25.0,01/05/2021 12:00:00 AM,Agree,Agree
18666,2021-01-03,CO,341250,326953.0,14297.0,2078,71.0,4934,4280.0,654.0,22,1.0,01/04/2021 02:55:45 PM,Agree,Agree
16315,2021-01-03,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/04/2021 02:55:45 PM,Agree,Agree
13974,2021-01-03,PR,78805,73957.0,4848.0,636,78.0,1555,1289.0,266.0,10,0.0,01/04/2021 02:55:45 PM,Agree,Agree
13280,2021-01-03,NYC,454786,401330.0,53456.0,2115,786.0,25190,20436.0,4754.0,41,4.0,01/01/2021 12:00:00 AM,Agree,Agree
30465,2021-01-03,WY,44875,38440.0,6435.0,302,25.0,438,438.0,0.0,0,0.0,01/04/2021 02:55:45 PM,Agree,Agree
2039,2021-01-03,NC,593461,533664.0,59797.0,6815,1373.0,8164,7524.0,640.0,83,20.0,01/03/2021 12:00:00 AM,Agree,Agree
26083,2021-01-03,MS,226936,152953.0,73983.0,1294,657.0,5748,4276.0,1472.0,35,12.0,01/05/2021 12:00:00 AM,Agree,Agree
5825,2021-01-03,ME,25966,21994.0,3972.0,376,73.0,360,354.0,6.0,1,0.0,01/04/2021 02:55:45 PM,Agree,Agree
30438,2021-01-03,VA,367536,306617.0,60919.0,3771,1035.0,5132,4522.0,610.0,8,2.0,01/04/2021 02:55:45 PM,Agree,Agree
8036,2021-01-03,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/04/2021 02:55:45 PM,Agree,Agree
5774,2021-01-03,DE,61174,58681.0,2493.0,876,44.0,930,828.0,102.0,0,0.0,01/05/2021 12:00:00 AM,Agree,Agree
6188,2021-01-03,IL,979821,979821.0,0.0,4469,0.0,18322,16755.0,1567.0,105,24.0,01/04/2021 02:55:45 PM,Agree,Agree
1287,2021-01-03,ID,142507,117898.0,24609.0,308,46.0,1448,1281.0,167.0,0,0.0,01/04/2021 02:55:45 PM,Agree,Agree
26066,2021-01-03,CT,190120,178949.0,11171.0,0,0.0,6099,4937.0,1162.0,0,0.0,01/04/2021 02:55:45 PM,Agree,Agree
17871,2021-01-03,MA,387662,371097.0,16565.0,3481,371.0,12821,12551.0,270.0,63,0.0,01/05/2021 12:00:00 AM,Agree,Agree
19039,2021-01-03,UT,283473,283473.0,0.0,1819,0.0,1301,1272.0,29.0,7,1.0,01/04/2021 02:55:45 PM,Agree,Agree
20952,2021-01-03,GA,690900,587076.0,103824.0,5778,701.0,10964,9893.0,1071.0,4,2.0,01/04/2021 02:55:45 PM,Agree,Agree
8188,2021-01-03,OR,117745,116025.0,1720.0,1397,0.0,1500,1485.0,15.0,8,0.0,01/04/2021 02:55:45 PM,Agree,Agree
12051,2021-01-03,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/04/2021 02:55:45 PM,Agree,Agree
19152,2021-01-03,OK,334353,272184.0,62169.0,2971,935.0,4735,4189.0,546.0,51,9.0,01/04/2021 12:00:00 AM,Agree,Agree
28913,2021-01-03,WI,526245,486531.0,39714.0,2593,147.0,5261,4875.0,386.0,5,0.0,01/04/2021 02:55:45 PM,Agree,Agree
14770,2021-01-03,TN,619658,537945.0,81713.0,5178,1862.0,8059,6769.0,1290.0,86,27.0,01/03/2021 12:00:00 AM,Agree,Agree
3828,2021-01-04,MI,599734,550695.0,49039.0,3942,429.0,14156,13352.0,804.0,73,4.0,01/05/2021 12:00:00 AM,Agree,Agree
16521,2021-01-04,TN,623486,540568.0,82918.0,3828,1205.0,8162,6841.0,1321.0,103,31.0,01/04/2021 12:00:00 AM,Agree,Agree
2605,2021-01-04,CT,194636,183310.0,11326.0,4516,155.0,6168,4997.0,1171.0,69,9.0,01/05/2021 03:00:42 PM,Agree,Agree
20986,2021-01-04,UT,285633,285633.0,0.0,2160,0.0,1305,1276.0,29.0,4,0.0,01/05/2021 03:00:42 PM,Agree,Agree
25296,2021-01-04,IL,984880,984880.0,0.0,5059,0.0,18412,16834.0,1578.0,90,11.0,01/05/2021 03:00:42 PM,Agree,Agree
26643,2021-01-04,ME,26563,22446.0,4117.0,597,145.0,369,363.0,6.0,9,0.0,01/05/2021 03:00:42 PM,Agree,Agree
3831,2021-01-04,MT,82664,82664.0,0.0,283,0.0,975,975.0,0.0,3,0.0,01/05/2021 03:00:42 PM,Agree,Agree
20998,2021-01-04,PR,79319,74458.0,4861.0,514,13.0,1562,1296.0,266.0,7,0.0,01/05/2021 03:00:42 PM,Agree,Agree
23930,2021-01-04,ID,143305,118478.0,24827.0,798,218.0,1459,1290.0,169.0,11,2.0,01/05/2021 03:00:42 PM,Agree,Agree
3223,2021-01-04,NC,598608,537643.0,60965.0,5147,1168.0,8244,7586.0,658.0,80,18.0,01/04/2021 12:00:00 AM,Agree,Agree
30807,2021-01-04,AZ,561906,533639.0,28267.0,5161,242.0,9064,8173.0,891.0,3,-2.0,01/05/2021 03:00:42 PM,Agree,Agree
11977,2021-01-04,CO,343435,329079.0,14356.0,2185,59.0,4944,4290.0,654.0,10,0.0,01/05/2021 03:00:42 PM,Agree,Agree
31067,2021-01-04,WY,45247,38742.0,6505.0,372,70.0,438,438.0,0.0,0,0.0,01/05/2021 03:00:42 PM,Agree,Agree
655,2021-01-04,AL,407090,321970.0,85120.0,6674,1929.0,7492,6127.0,1365.0,92,23.0,01/06/2021 12:00:00 AM,Agree,Agree
31049,2021-01-04,KY,289203,231200.0,58003.0,2908,899.0,5005,4519.0,486.0,48,3.0,01/06/2021 12:00:00 AM,Agree,Agree
6901,2021-01-04,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/05/2021 03:00:42 PM,Agree,Agree
24868,2021-01-04,WI,527871,487938.0,39933.0,1626,219.0,5269,4884.0,385.0,8,-1.0,01/05/2021 03:00:42 PM,Agree,Agree
17581,2021-01-04,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/05/2021 03:00:42 PM,Agree,Agree
21823,2021-01-04,OH,727423,650929.0,76494.0,5942,1487.0,9143,8262.0,881.0,67,4.0,01/05/2021 03:00:42 PM,Agree,Agree
13758,2021-01-04,NYC,460051,405525.0,54526.0,5265,1070.0,25248,20492.0,4756.0,58,2.0,01/02/2021 12:00:00 AM,Agree,Agree
19829,2021-01-04,GA,696063,591106.0,104957.0,5163,1133.0,10971,9900.0,1071.0,7,0.0,01/05/2021 03:00:42 PM,Agree,Agree
31730,2021-01-04,OR,118453,116733.0,1720.0,708,0.0,1506,1491.0,15.0,6,0.0,01/05/2021 03:00:42 PM,Agree,Agree
14108,2021-01-04,MA,392568,375455.0,17113.0,4906,548.0,12886,12614.0,272.0,65,2.0,01/06/2021 12:00:00 AM,Agree,Agree
7948,2021-01-04,VA,371913,309659.0,62254.0,4377,1335.0,5191,4572.0,619.0,59,9.0,01/05/2021 03:00:42 PM,Agree,Agree
29419,2021-01-04,DE,61961,59425.0,2536.0,787,43.0,937,834.0,103.0,7,1.0,01/06/2021 12:00:00 AM,Agree,Agree
21176,2021-01-04,OK,337128,274130.0,62998.0,2775,829.0,4783,4225.0,558.0,48,12.0,01/05/2021 12:00:00 AM,Agree,Agree
894,2021-01-04,MS,228774,153766.0,75008.0,1838,1025.0,5800,4299.0,1501.0,52,29.0,01/06/2021 12:00:00 AM,Agree,Agree
15661,2021-01-04,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/05/2021 03:00:42 PM,Agree,Agree
11222,2021-01-05,PR,79612,74756.0,4856.0,293,-5.0,1570,1303.0,267.0,8,1.0,01/06/2021 02:58:26 PM,Agree,Agree
26013,2021-01-05,DE,62591,60004.0,2587.0,630,51.0,947,844.0,103.0,10,0.0,01/07/2021 12:00:00 AM,Agree,Agree
7362,2021-01-05,AZ,567841,539086.0,28755.0,5935,488.0,9317,8398.0,919.0,253,28.0,01/06/2021 02:58:26 PM,Agree,Agree
18183,2021-01-05,UT,288951,288951.0,0.0,3318,0.0,1312,1283.0,29.0,7,0.0,01/06/2021 02:58:26 PM,Agree,Agree
3452,2021-01-05,NC,613806,550078.0,63728.0,15198,2763.0,8372,7686.0,686.0,128,28.0,01/05/2021 12:00:00 AM,Agree,Agree
30867,2021-01-05,NJ,551419,499636.0,51783.0,5328,9.0,19382,17361.0,2021.0,138,0.0,01/06/2021 02:58:26 PM,Agree,Agree
1763,2021-01-05,MS,231690,154963.0,76727.0,2916,1719.0,5845,4321.0,1524.0,45,23.0,01/07/2021 12:00:00 AM,Agree,Agree
15247,2021-01-05,TN,633795,547869.0,85926.0,10309,3008.0,8269,6919.0,1350.0,107,29.0,01/05/2021 12:00:00 AM,Agree,Agree
28301,2021-01-05,IL,991719,991719.0,0.0,6839,0.0,18562,16959.0,1603.0,150,25.0,01/06/2021 02:58:26 PM,Agree,Agree
28189,2021-01-05,CT,196968,185445.0,11523.0,2332,197.0,6192,5017.0,1175.0,24,4.0,01/06/2021 02:58:26 PM,Agree,Agree
30839,2021-01-05,VA,377300,313349.0,63951.0,5387,1697.0,5226,4604.0,622.0,35,3.0,01/06/2021 02:58:26 PM,Agree,Agree
6434,2021-01-05,OR,119488,117768.0,1720.0,1035,0.0,1550,1535.0,15.0,44,0.0,01/06/2021 02:58:26 PM,Agree,Agree
4144,2021-01-05,WI,531890,491341.0,40549.0,4019,616.0,5366,4979.0,387.0,97,2.0,01/06/2021 02:58:26 PM,Agree,Agree
320,2021-01-05,MI,603103,553723.0,49380.0,3369,341.0,14231,13422.0,809.0,75,5.0,01/06/2021 12:00:00 AM,Agree,Agree
28115,2021-01-05,ID,144843,119461.0,25382.0,1538,555.0,1471,1298.0,173.0,12,4.0,01/06/2021 02:58:26 PM,Agree,Agree
25080,2021-01-05,AL,412501,325847.0,86654.0,5411,1534.0,7562,6185.0,1377.0,70,12.0,01/07/2021 12:00:00 AM,Agree,Agree
19304,2021-01-05,GA,706154,597208.0,108946.0,10091,3989.0,11072,9966.0,1106.0,101,35.0,01/06/2021 02:58:26 PM,Agree,Agree
5722,2021-01-05,MT,83378,83378.0,0.0,714,0.0,1005,1005.0,0.0,30,0.0,01/06/2021 02:58:26 PM,Agree,Agree
12256,2021-01-05,CO,346893,332332.0,14561.0,3458,205.0,4991,4333.0,658.0,47,4.0,01/06/2021 02:58:26 PM,Agree,Agree
18971,2021-01-05,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/06/2021 02:58:26 PM,Agree,Agree
11990,2021-01-05,MA,397202,379633.0,17569.0,4634,456.0,12957,12683.0,274.0,71,2.0,01/07/2021 12:00:00 AM,Agree,Agree
7750,2021-01-05,KY,294014,234644.0,59370.0,4811,1367.0,5051,4561.0,490.0,46,4.0,01/07/2021 12:00:00 AM,Agree,Agree
12326,2021-01-05,NYC,464492,408973.0,55519.0,4441,993.0,25290,20531.0,4759.0,42,3.0,01/03/2021 12:00:00 AM,Agree,Agree
22913,2021-01-05,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/06/2021 02:58:26 PM,Agree,Agree
9462,2021-01-05,WY,45569,38954.0,6615.0,322,110.0,464,464.0,0.0,26,0.0,01/06/2021 02:58:26 PM,Agree,Agree
19249,2021-01-05,OK,342671,278223.0,64448.0,5543,1450.0,4841,4269.0,572.0,58,14.0,01/06/2021 12:00:00 AM,Agree,Agree
26630,2021-01-05,ME,27088,22792.0,4296.0,525,179.0,372,366.0,6.0,3,0.0,01/06/2021 02:58:26 PM,Agree,Agree
7742,2021-01-05,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/06/2021 02:58:26 PM,Agree,Agree
15460,2021-01-05,OH,735003,656581.0,78422.0,7580,1928.0,9247,8352.0,895.0,104,14.0,01/06/2021 02:58:26 PM,Agree,Agree
9561,2021-01-06,WY,45890,39215.0,6675.0,321,60.0,464,464.0,0.0,0,0.0,01/07/2021 02:56:59 PM,Agree,Agree
26049,2021-01-06,IL,999288,999288.0,0.0,7569,0.0,18735,17096.0,1639.0,173,36.0,01/07/2021 02:56:59 PM,Agree,Agree
31163,2021-01-06,KY,298796,238170.0,60626.0,4782,1256.0,5096,4603.0,493.0,45,3.0,01/08/2021 12:00:00 AM,Agree,Agree
31510,2021-01-06,VA,382679,317123.0,65556.0,5379,1605.0,5275,4646.0,629.0,49,7.0,01/07/2021 02:56:59 PM,Agree,Agree
24135,2021-01-06,MT,84060,84060.0,0.0,682,0.0,1015,1015.0,0.0,10,0.0,01/07/2021 02:56:59 PM,Agree,Agree
21057,2021-01-06,OK,346822,281343.0,65479.0,4151,1031.0,4892,4305.0,587.0,51,15.0,01/07/2021 12:00:00 AM,Agree,Agree
15013,2021-01-06,TN,643282,555347.0,87935.0,9487,2009.0,8384,6996.0,1388.0,115,38.0,01/06/2021 12:00:00 AM,Agree,Agree
747,2021-01-06,ID,146106,120394.0,25712.0,1263,330.0,1488,1313.0,175.0,17,2.0,01/07/2021 02:56:59 PM,Agree,Agree
18465,2021-01-06,PR,79898,74967.0,4931.0,286,75.0,1588,1319.0,269.0,18,2.0,01/07/2021 02:56:59 PM,Agree,Agree
1565,2021-01-06,ME,27625,23193.0,4432.0,537,136.0,385,379.0,6.0,13,0.0,01/07/2021 02:56:59 PM,Agree,Agree
20453,2021-01-06,CO,346893,332332.0,14561.0,0,0.0,4991,4333.0,658.0,0,0.0,01/07/2021 02:56:59 PM,Agree,Agree
28179,2021-01-06,WI,535999,494747.0,41252.0,4109,703.0,5435,5039.0,396.0,69,9.0,01/07/2021 02:56:59 PM,Agree,Agree
16628,2021-01-06,NYC,472480,415551.0,56929.0,7988,1410.0,25354,20592.0,4762.0,64,3.0,01/04/2021 12:00:00 AM,Agree,Agree
8513,2021-01-06,AZ,575050,545506.0,29544.0,7209,789.0,9444,8493.0,951.0,127,32.0,01/07/2021 02:56:59 PM,Agree,Agree
10332,2021-01-06,GA,713840,602796.0,111044.0,7686,2098.0,11165,10035.0,1130.0,93,24.0,01/07/2021 02:56:59 PM,Agree,Agree
24454,2021-01-06,CT,199454,187749.0,11705.0,2486,182.0,6230,5048.0,1182.0,38,7.0,01/07/2021 02:56:59 PM,Agree,Agree
1809,2021-01-06,DE,63786,61123.0,2663.0,1195,76.0,947,844.0,103.0,0,0.0,01/08/2021 12:00:00 AM,Agree,Agree
456,2021-01-06,MS,234702,156353.0,78349.0,3012,1622.0,5890,4344.0,1546.0,45,22.0,01/08/2021 12:00:00 AM,Agree,Agree
13900,2021-01-06,MA,404053,386052.0,18001.0,6851,432.0,13042,12768.0,274.0,85,0.0,01/08/2021 12:00:00 AM,Agree,Agree
6502,2021-01-06,NJ,557267,504647.0,52620.0,5848,837.0,19523,17464.0,2059.0,141,38.0,01/07/2021 02:56:59 PM,Agree,Agree
18588,2021-01-06,MP,125,125.0,0.0,3,0.0,2,2.0,0.0,0,0.0,01/07/2021 02:56:59 PM,Agree,Agree
6426,2021-01-06,OR,120223,118503.0,1720.0,735,0.0,1558,1543.0,15.0,8,0.0,01/07/2021 02:56:59 PM,Agree,Agree
6214,2021-01-06,MI,606040,556328.0,49712.0,2937,332.0,14300,13486.0,814.0,69,5.0,01/07/2021 12:00:00 AM,Agree,Agree
21217,2021-01-06,OH,742817,662217.0,80600.0,7814,2178.0,9368,8443.0,925.0,121,30.0,01/07/2021 02:56:59 PM,Agree,Agree
13789,2021-01-06,UT,292720,292720.0,0.0,3769,0.0,1330,1301.0,29.0,18,0.0,01/07/2021 02:56:59 PM,Agree,Agree
16344,2021-01-06,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/07/2021 02:56:59 PM,Agree,Agree
6849,2021-01-06,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/07/2021 02:56:59 PM,Agree,Agree
4516,2021-01-06,NC,625561,559801.0,65760.0,11755,2032.0,8464,7754.0,710.0,92,24.0,01/06/2021 12:00:00 AM,Agree,Agree
26817,2021-01-06,AL,417139,329133.0,88006.0,4638,1352.0,7642,6236.0,1406.0,80,29.0,01/08/2021 12:00:00 AM,Agree,Agree
28102,2021-01-07,MI,608763,558755.0,50008.0,2723,296.0,14388,13569.0,819.0,88,5.0,01/08/2021 12:00:00 AM,Agree,Agree
20436,2021-01-07,CO,352923,337456.0,15467.0,6030,906.0,5102,4436.0,666.0,111,8.0,01/08/2021 03:56:01 PM,Agree,Agree
3907,2021-01-07,ID,147173,121116.0,26057.0,1067,345.0,1517,1339.0,178.0,29,3.0,01/08/2021 03:56:01 PM,Agree,Agree
30349,2021-01-07,WY,46168,39476.0,6692.0,278,17.0,489,489.0,0.0,25,0.0,01/08/2021 03:56:01 PM,Agree,Agree
24274,2021-01-07,ME,28407,23803.0,4604.0,782,172.0,427,421.0,6.0,42,0.0,01/08/2021 03:56:01 PM,Agree,Agree
11745,2021-01-07,PR,82067,76726.0,5341.0,2169,410.0,1592,1323.0,269.0,4,0.0,01/08/2021 03:56:01 PM,Agree,Agree
30457,2021-01-07,OR,121085,119365.0,1720.0,862,0.0,1568,1553.0,15.0,10,0.0,01/08/2021 03:56:01 PM,Agree,Agree
19113,2021-01-07,MA,411601,393188.0,18413.0,7548,412.0,13115,12841.0,274.0,73,0.0,01/09/2021 12:00:00 AM,Agree,Agree
15574,2021-01-07,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/08/2021 03:56:01 PM,Agree,Agree
27676,2021-01-07,DE,64359,61634.0,2725.0,573,62.0,949,846.0,103.0,2,0.0,01/09/2021 12:00:00 AM,Agree,Agree
3902,2021-01-07,MS,236688,157142.0,79546.0,1986,1197.0,5918,4356.0,1562.0,28,16.0,01/09/2021 12:00:00 AM,Agree,Agree
32170,2021-01-07,NJ,564806,510839.0,53967.0,7539,1347.0,19646,17587.0,2059.0,123,0.0,01/08/2021 03:56:01 PM,Agree,Agree
13464,2021-01-07,OK,350724,284373.0,66351.0,3902,872.0,4951,4349.0,602.0,59,15.0,01/08/2021 12:00:00 AM,Agree,Agree
32203,2021-01-07,AZ,584966,554346.0,30620.0,9916,1076.0,9741,8753.0,988.0,297,37.0,01/08/2021 03:56:01 PM,Agree,Agree
32260,2021-01-07,KY,303424,241658.0,61766.0,4628,1140.0,5137,4638.0,499.0,41,6.0,01/09/2021 12:00:00 AM,Agree,Agree
9239,2021-01-07,VA,387917,321172.0,66745.0,5238,1189.0,5312,4681.0,631.0,37,2.0,01/08/2021 03:56:01 PM,Agree,Agree
1616,2021-01-07,IL,1008045,1008045.0,0.0,8757,0.0,18941,17272.0,1669.0,206,30.0,01/08/2021 03:56:01 PM,Agree,Agree
