,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
23651,2020-01-22,AL,33,27.0,6.0,33,6.0,0,0.0,0.0,0,0.0,01/24/2020 12:00:00 AM,Agree,Agree
3962,2020-01-23,AL,34,28.0,6.0,1,0.0,0,0.0,0.0,0,0.0,01/25/2020 12:00:00 AM,Agree,Agree
5502,2020-01-24,AL,34,28.0,6.0,0,0.0,0,0.0,0.0,0,0.0,01/26/2020 12:00:00 AM,Agree,Agree
26587,2020-01-25,AL,37,31.0,6.0,3,0.0,0,0.0,0.0,0,0.0,01/27/2020 12:00:00 AM,Agree,Agree
4136,2020-01-26,AL,37,31.0,6.0,0,0.0,0,0.0,0.0,0,0.0,01/28/2020 12:00:00 AM,Agree,Agree
3336,2020-01-27,AL,38,32.0,6.0,1,0.0,0,0.0,0.0,0,0.0,01/29/2020 12:00:00 AM,Agree,Agree
28488,2020-01-28,AL,39,33.0,6.0,1,0.0,0,0.0,0.0,0,0.0,01/30/2020 12:00:00 AM,Agree,Agree
1549,2020-01-29,AL,40,34.0,6.0,1,0.0,0,0.0,0.0,0,0.0,01/31/2020 12:00:00 AM,Agree,Agree
23713,2020-01-30,AL,42,36.0,6.0,2,0.0,0,0.0,0.0,0,0.0,02/01/2020 12:00:00 AM,Agree,Agree
25618,2020-01-31,AL,44,36.0,8.0,2,2.0,0,0.0,0.0,0,0.0,02/02/2020 12:00:00 AM,Agree,Agree
4883,2020-02-01,AL,47,39.0,8.0,3,0.0,0,0.0,0.0,0,0.0,02/03/2020 12:00:00 AM,Agree,Agree
27169,2020-02-02,AL,48,40.0,8.0,1,0.0,0,0.0,0.0,0,0.0,02/04/2020 12:00:00 AM,Agree,Agree
25486,2020-02-03,AL,52,44.0,8.0,4,0.0,0,0.0,0.0,0,0.0,02/05/2020 12:00:00 AM,Agree,Agree
28379,2020-02-04,AL,53,45.0,8.0,1,0.0,0,0.0,0.0,0,0.0,02/06/2020 12:00:00 AM,Agree,Agree
27891,2020-02-05,AL,54,46.0,8.0,1,0.0,0,0.0,0.0,0,0.0,02/07/2020 12:00:00 AM,Agree,Agree
29054,2020-02-06,AL,54,46.0,8.0,0,0.0,0,0.0,0.0,0,0.0,02/08/2020 12:00:00 AM,Agree,Agree
27670,2020-02-07,AL,54,46.0,8.0,0,0.0,0,0.0,0.0,0,0.0,02/09/2020 12:00:00 AM,Agree,Agree
2413,2020-02-08,AL,55,47.0,8.0,1,0.0,0,0.0,0.0,0,0.0,02/10/2020 12:00:00 AM,Agree,Agree
26733,2020-02-09,AL,57,49.0,8.0,2,0.0,0,0.0,0.0,0,0.0,02/11/2020 12:00:00 AM,Agree,Agree
29612,2020-02-10,AL,58,50.0,8.0,1,0.0,0,0.0,0.0,0,0.0,02/12/2020 12:00:00 AM,Agree,Agree
23832,2020-02-11,AL,59,50.0,9.0,1,1.0,0,0.0,0.0,0,0.0,02/13/2020 12:00:00 AM,Agree,Agree
4988,2020-02-12,AL,60,50.0,10.0,1,1.0,0,0.0,0.0,0,0.0,02/14/2020 12:00:00 AM,Agree,Agree
1027,2020-02-13,AL,61,51.0,10.0,1,0.0,0,0.0,0.0,0,0.0,02/15/2020 12:00:00 AM,Agree,Agree
5591,2020-02-14,AL,64,52.0,12.0,3,2.0,0,0.0,0.0,0,0.0,02/16/2020 12:00:00 AM,Agree,Agree
24835,2020-02-15,AL,66,53.0,13.0,2,1.0,0,0.0,0.0,0,0.0,02/17/2020 12:00:00 AM,Agree,Agree
5862,2020-02-16,AL,66,53.0,13.0,0,0.0,0,0.0,0.0,0,0.0,02/18/2020 12:00:00 AM,Agree,Agree
28713,2020-02-17,AL,70,57.0,13.0,4,0.0,0,0.0,0.0,0,0.0,02/19/2020 12:00:00 AM,Agree,Agree
25529,2020-02-18,AL,70,57.0,13.0,0,0.0,0,0.0,0.0,0,0.0,02/20/2020 12:00:00 AM,Agree,Agree
24739,2020-02-19,AL,70,57.0,13.0,0,0.0,0,0.0,0.0,0,0.0,02/21/2020 12:00:00 AM,Agree,Agree
2589,2020-02-20,AL,71,58.0,13.0,1,0.0,0,0.0,0.0,0,0.0,02/22/2020 12:00:00 AM,Agree,Agree
5944,2020-02-21,AL,75,62.0,13.0,4,0.0,0,0.0,0.0,0,0.0,02/23/2020 12:00:00 AM,Agree,Agree
4929,2020-02-22,AL,75,62.0,13.0,0,0.0,0,0.0,0.0,0,0.0,02/24/2020 12:00:00 AM,Agree,Agree
4402,2020-02-23,AL,77,63.0,14.0,2,1.0,0,0.0,0.0,0,0.0,02/25/2020 12:00:00 AM,Agree,Agree
1488,2020-02-24,AL,81,67.0,14.0,4,0.0,0,0.0,0.0,0,0.0,02/26/2020 12:00:00 AM,Agree,Agree
25709,2020-02-25,AL,82,68.0,14.0,1,0.0,0,0.0,0.0,0,0.0,02/27/2020 12:00:00 AM,Agree,Agree
1330,2020-02-26,AL,84,70.0,14.0,2,0.0,0,0.0,0.0,0,0.0,02/28/2020 12:00:00 AM,Agree,Agree
27240,2020-02-27,AL,92,77.0,15.0,8,1.0,1,0.0,1.0,1,1.0,02/29/2020 12:00:00 AM,Agree,Agree
2403,2020-02-28,AL,96,81.0,15.0,4,0.0,1,0.0,1.0,0,0.0,03/01/2020 12:00:00 AM,Agree,Agree
4897,2020-02-29,AL,100,84.0,16.0,4,1.0,1,0.0,1.0,0,0.0,03/02/2020 12:00:00 AM,Agree,Agree
5997,2020-03-01,AL,116,98.0,18.0,16,2.0,1,0.0,1.0,0,0.0,03/03/2020 12:00:00 AM,Agree,Agree
1617,2020-03-01,MI,14,14.0,0.0,14,0.0,0,0.0,0.0,0,0.0,03/02/2020 12:00:00 AM,Agree,Agree
4872,2020-03-02,AL,125,107.0,18.0,9,0.0,1,0.0,1.0,0,0.0,03/04/2020 12:00:00 AM,Agree,Agree
20253,2020-03-02,NYC,1,1.0,0.0,1,0.0,0,0.0,0.0,0,0.0,02/29/2020 12:00:00 AM,Agree,Agree
6189,2020-03-02,MI,27,27.0,0.0,13,0.0,1,0.0,1.0,1,1.0,03/03/2020 12:00:00 AM,Agree,Agree
23523,2020-03-02,NC,1,1.0,0.0,1,0.0,0,0.0,0.0,0,0.0,03/02/2020 12:00:00 AM,Agree,Agree
3251,2020-03-03,AL,135,117.0,18.0,10,0.0,1,0.0,1.0,0,0.0,03/05/2020 12:00:00 AM,Agree,Agree
24232,2020-03-03,NC,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/03/2020 12:00:00 AM,Agree,Agree
19050,2020-03-03,NYC,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/01/2020 12:00:00 AM,Agree,Agree
24055,2020-03-03,MI,49,49.0,0.0,22,0.0,1,0.0,1.0,0,0.0,03/04/2020 12:00:00 AM,Agree,Agree
15688,2020-03-03,TN,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/03/2020 12:00:00 AM,Agree,Agree
28580,2020-03-04,NC,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/04/2020 12:00:00 AM,Agree,Agree
376,2020-03-04,AL,144,126.0,18.0,9,0.0,1,0.0,1.0,0,0.0,03/06/2020 12:00:00 AM,Agree,Agree
1323,2020-03-04,MI,73,73.0,0.0,24,0.0,1,0.0,1.0,0,0.0,03/05/2020 12:00:00 AM,Agree,Agree
20685,2020-03-04,NYC,1,1.0,0.0,0,0.0,1,1.0,0.0,1,0.0,03/02/2020 12:00:00 AM,Agree,Agree
22876,2020-03-04,TN,1,1.0,0.0,1,0.0,0,0.0,0.0,0,0.0,03/04/2020 12:00:00 AM,Agree,Agree
421,2020-03-04,MS,6,4.0,2.0,6,2.0,0,0.0,0.0,0,0.0,03/06/2020 12:00:00 AM,Agree,Agree
13066,2020-03-05,NYC,2,2.0,0.0,1,0.0,1,1.0,0.0,0,0.0,03/03/2020 12:00:00 AM,Agree,Agree
25025,2020-03-05,MS,8,5.0,3.0,2,1.0,1,0.0,1.0,1,1.0,03/07/2020 12:00:00 AM,Agree,Agree
26247,2020-03-05,MI,99,99.0,0.0,26,0.0,1,0.0,1.0,0,0.0,03/06/2020 12:00:00 AM,Agree,Agree
1856,2020-03-05,AL,153,134.0,19.0,9,1.0,1,0.0,1.0,0,0.0,03/07/2020 12:00:00 AM,Agree,Agree
23301,2020-03-05,TN,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/05/2020 12:00:00 AM,Agree,Agree
4543,2020-03-05,NC,2,2.0,0.0,1,0.0,0,0.0,0.0,0,0.0,03/05/2020 12:00:00 AM,Agree,Agree
26155,2020-03-06,NC,2,2.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/06/2020 12:00:00 AM,Agree,Agree
23513,2020-03-06,MI,141,141.0,0.0,42,0.0,1,0.0,1.0,0,0.0,03/07/2020 12:00:00 AM,Agree,Agree
9306,2020-03-06,KY,2,1.0,1.0,2,1.0,0,0.0,0.0,0,0.0,03/08/2020 12:00:00 AM,Agree,Agree
22359,2020-03-06,TN,2,2.0,0.0,1,0.0,0,0.0,0.0,0,0.0,03/06/2020 12:00:00 AM,Agree,Agree
18343,2020-03-06,NYC,7,7.0,0.0,5,0.0,1,1.0,0.0,0,0.0,03/04/2020 12:00:00 AM,Agree,Agree
3035,2020-03-06,AL,161,142.0,19.0,8,0.0,1,0.0,1.0,0,0.0,03/08/2020 12:00:00 AM,Agree,Agree
29022,2020-03-06,MS,20,16.0,4.0,12,1.0,2,1.0,1.0,1,0.0,03/08/2020 12:00:00 AM,Agree,Agree
23885,2020-03-07,NC,2,2.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/07/2020 12:00:00 AM,Agree,Agree
22767,2020-03-07,TN,4,4.0,0.0,2,0.0,0,0.0,0.0,0,0.0,03/07/2020 12:00:00 AM,Agree,Agree
3322,2020-03-07,MI,189,189.0,0.0,48,0.0,1,0.0,1.0,0,0.0,03/08/2020 12:00:00 AM,Agree,Agree
13257,2020-03-07,NYC,10,10.0,0.0,3,0.0,1,1.0,0.0,0,0.0,03/05/2020 12:00:00 AM,Agree,Agree
27318,2020-03-07,AL,175,155.0,20.0,14,1.0,1,0.0,1.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
24903,2020-03-07,MS,28,24.0,4.0,8,0.0,2,1.0,1.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
7785,2020-03-07,KY,2,1.0,1.0,0,0.0,0,0.0,0.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
28493,2020-03-08,MI,252,252.0,0.0,63,0.0,1,0.0,1.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
13754,2020-03-08,NYC,18,18.0,0.0,8,0.0,1,1.0,0.0,0,0.0,03/06/2020 12:00:00 AM,Agree,Agree
16488,2020-03-08,TN,5,5.0,0.0,1,0.0,0,0.0,0.0,0,0.0,03/08/2020 12:00:00 AM,Agree,Agree
29542,2020-03-08,AL,189,167.0,22.0,14,2.0,1,0.0,1.0,0,0.0,03/10/2020 12:00:00 AM,Agree,Agree
6209,2020-03-08,NC,3,3.0,0.0,1,0.0,0,0.0,0.0,0,0.0,03/08/2020 12:00:00 AM,Agree,Agree
32823,2020-03-08,KY,2,1.0,1.0,0,0.0,0,0.0,0.0,0,0.0,03/10/2020 12:00:00 AM,Agree,Agree
29261,2020-03-08,MS,39,35.0,4.0,11,0.0,4,3.0,1.0,2,0.0,03/10/2020 12:00:00 AM,Agree,Agree
31205,2020-03-09,KY,4,3.0,1.0,2,0.0,0,0.0,0.0,0,0.0,03/11/2020 12:00:00 AM,Agree,Agree
15619,2020-03-09,TN,5,5.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
26233,2020-03-09,MS,74,70.0,4.0,35,0.0,5,4.0,1.0,1,0.0,03/11/2020 12:00:00 AM,Agree,Agree
4803,2020-03-09,MI,376,376.0,0.0,124,0.0,1,0.0,1.0,0,0.0,03/10/2020 12:00:00 AM,Agree,Agree
17397,2020-03-09,NYC,25,25.0,0.0,7,0.0,1,1.0,0.0,0,0.0,03/07/2020 12:00:00 AM,Agree,Agree
1964,2020-03-09,AL,216,192.0,24.0,27,2.0,1,0.0,1.0,0,0.0,03/11/2020 12:00:00 AM,Agree,Agree
29123,2020-03-09,NC,7,7.0,0.0,4,0.0,0,0.0,0.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
16855,2020-03-10,NYC,46,46.0,0.0,21,0.0,1,1.0,0.0,0,0.0,03/08/2020 12:00:00 AM,Agree,Agree
21553,2020-03-10,TN,10,10.0,0.0,5,0.0,0,0.0,0.0,0,0.0,03/10/2020 12:00:00 AM,Agree,Agree
1410,2020-03-10,NC,7,7.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/10/2020 12:00:00 AM,Agree,Agree
32004,2020-03-10,KY,7,6.0,1.0,3,0.0,0,0.0,0.0,0,0.0,03/12/2020 12:00:00 AM,Agree,Agree
28544,2020-03-10,MI,533,533.0,0.0,157,0.0,1,0.0,1.0,0,0.0,03/11/2020 12:00:00 AM,Agree,Agree
28836,2020-03-10,AL,240,215.0,25.0,24,1.0,1,0.0,1.0,0,0.0,03/12/2020 12:00:00 AM,Agree,Agree
5015,2020-03-10,MS,99,94.0,5.0,25,1.0,6,5.0,1.0,1,0.0,03/12/2020 12:00:00 AM,Agree,Agree
6781,2020-03-11,KY,9,8.0,1.0,2,0.0,0,0.0,0.0,0,0.0,03/13/2020 12:00:00 AM,Agree,Agree
26992,2020-03-11,MI,736,736.0,0.0,203,0.0,1,0.0,1.0,0,0.0,03/12/2020 12:00:00 AM,Agree,Agree
24887,2020-03-11,MS,122,117.0,5.0,23,0.0,11,10.0,1.0,5,0.0,03/13/2020 12:00:00 AM,Agree,Agree
4005,2020-03-11,AL,269,243.0,26.0,29,1.0,1,0.0,1.0,0,0.0,03/13/2020 12:00:00 AM,Agree,Agree
13955,2020-03-11,NYC,103,103.0,0.0,57,0.0,1,1.0,0.0,0,0.0,03/09/2020 12:00:00 AM,Agree,Agree
24833,2020-03-11,NC,12,12.0,0.0,5,0.0,0,0.0,0.0,0,0.0,03/11/2020 12:00:00 AM,Agree,Agree
15143,2020-03-11,TN,12,12.0,0.0,2,0.0,0,0.0,0.0,0,0.0,03/11/2020 12:00:00 AM,Agree,Agree
15714,2020-03-12,TN,30,30.0,0.0,18,0.0,0,0.0,0.0,0,0.0,03/12/2020 12:00:00 AM,Agree,Agree
3775,2020-03-12,NC,23,23.0,0.0,11,0.0,0,0.0,0.0,0,0.0,03/12/2020 12:00:00 AM,Agree,Agree
29623,2020-03-12,MI,1014,1012.0,2.0,278,2.0,2,0.0,2.0,1,1.0,03/13/2020 12:00:00 AM,Agree,Agree
8466,2020-03-12,KY,12,11.0,1.0,3,0.0,0,0.0,0.0,0,0.0,03/14/2020 12:00:00 AM,Agree,Agree
1462,2020-03-12,MS,157,152.0,5.0,35,0.0,13,12.0,1.0,2,0.0,03/14/2020 12:00:00 AM,Agree,Agree
2953,2020-03-12,AL,306,276.0,30.0,37,4.0,1,0.0,1.0,0,0.0,03/14/2020 12:00:00 AM,Agree,Agree
11650,2020-03-12,NYC,172,172.0,0.0,69,0.0,1,1.0,0.0,0,0.0,03/10/2020 12:00:00 AM,Agree,Agree
29480,2020-03-13,NC,38,38.0,0.0,15,0.0,1,1.0,0.0,1,0.0,03/13/2020 12:00:00 AM,Agree,Agree
23699,2020-03-13,AL,370,338.0,32.0,64,2.0,1,0.0,1.0,0,0.0,03/15/2020 12:00:00 AM,Agree,Agree
25799,2020-03-13,MS,194,188.0,6.0,37,1.0,15,14.0,1.0,2,0.0,03/15/2020 12:00:00 AM,Agree,Agree
32446,2020-03-13,KY,17,15.0,2.0,5,1.0,0,0.0,0.0,0,0.0,03/15/2020 12:00:00 AM,Agree,Agree
16392,2020-03-13,TN,47,47.0,0.0,17,0.0,0,0.0,0.0,0,0.0,03/13/2020 12:00:00 AM,Agree,Agree
19319,2020-03-13,NYC,327,327.0,0.0,155,0.0,2,2.0,0.0,1,0.0,03/11/2020 12:00:00 AM,Agree,Agree
23548,2020-03-13,MI,1388,1377.0,11.0,374,9.0,2,0.0,2.0,0,0.0,03/14/2020 12:00:00 AM,Agree,Agree
18672,2020-03-14,NYC,682,682.0,0.0,355,0.0,3,3.0,0.0,1,0.0,03/12/2020 12:00:00 AM,Agree,Agree
5607,2020-03-14,MS,235,229.0,6.0,41,0.0,23,22.0,1.0,8,0.0,03/16/2020 12:00:00 AM,Agree,Agree
3234,2020-03-14,AL,447,409.0,38.0,77,6.0,1,0.0,1.0,0,0.0,03/16/2020 12:00:00 AM,Agree,Agree
3348,2020-03-14,MI,1781,1765.0,16.0,393,5.0,2,0.0,2.0,0,0.0,03/15/2020 12:00:00 AM,Agree,Agree
21566,2020-03-14,TN,78,78.0,0.0,31,0.0,0,0.0,0.0,0,0.0,03/14/2020 12:00:00 AM,Agree,Agree
5353,2020-03-14,NC,95,95.0,0.0,57,0.0,1,1.0,0.0,0,0.0,03/14/2020 12:00:00 AM,Agree,Agree
31320,2020-03-14,KY,28,24.0,4.0,11,2.0,0,0.0,0.0,0,0.0,03/16/2020 12:00:00 AM,Agree,Agree
2940,2020-03-15,MI,2275,2255.0,20.0,494,4.0,3,0.0,3.0,1,1.0,03/16/2020 12:00:00 AM,Agree,Agree
23123,2020-03-15,TN,111,111.0,0.0,33,0.0,0,0.0,0.0,0,0.0,03/15/2020 12:00:00 AM,Agree,Agree
3864,2020-03-15,MS,306,299.0,7.0,71,1.0,28,27.0,1.0,5,0.0,03/17/2020 12:00:00 AM,Agree,Agree
9318,2020-03-15,KY,37,33.0,4.0,9,0.0,1,1.0,0.0,1,0.0,03/17/2020 12:00:00 AM,Agree,Agree
29684,2020-03-15,AL,515,474.0,41.0,68,3.0,2,1.0,1.0,1,0.0,03/17/2020 12:00:00 AM,Agree,Agree
18468,2020-03-15,NYC,1301,1301.0,0.0,619,0.0,3,3.0,0.0,0,0.0,03/13/2020 12:00:00 AM,Agree,Agree
3116,2020-03-15,NC,104,104.0,0.0,9,0.0,1,1.0,0.0,0,0.0,03/15/2020 12:00:00 AM,Agree,Agree
4924,2020-03-16,MS,402,390.0,12.0,96,5.0,37,36.0,1.0,9,0.0,03/18/2020 12:00:00 AM,Agree,Agree
3731,2020-03-16,NC,118,118.0,0.0,14,0.0,1,1.0,0.0,0,0.0,03/16/2020 12:00:00 AM,Agree,Agree
8843,2020-03-16,KY,44,39.0,5.0,7,1.0,1,1.0,0.0,0,0.0,03/18/2020 12:00:00 AM,Agree,Agree
13619,2020-03-16,NYC,1944,1943.0,1.0,643,1.0,7,6.0,1.0,4,1.0,03/14/2020 12:00:00 AM,Agree,Agree
2993,2020-03-16,MI,3020,2988.0,32.0,745,12.0,5,2.0,3.0,2,0.0,03/17/2020 12:00:00 AM,Agree,Agree
24296,2020-03-16,AL,629,586.0,43.0,114,2.0,2,1.0,1.0,0,0.0,03/18/2020 12:00:00 AM,Agree,Agree
14755,2020-03-16,TN,144,143.0,1.0,33,1.0,0,0.0,0.0,0,0.0,03/16/2020 12:00:00 AM,Agree,Agree
6069,2020-03-17,NC,221,221.0,0.0,103,0.0,1,1.0,0.0,0,0.0,03/17/2020 12:00:00 AM,Agree,Agree
30832,2020-03-17,KY,55,50.0,5.0,11,0.0,1,1.0,0.0,0,0.0,03/19/2020 12:00:00 AM,Agree,Agree
13801,2020-03-17,NYC,2979,2978.0,1.0,1035,0.0,12,11.0,1.0,5,0.0,03/15/2020 12:00:00 AM,Agree,Agree
26356,2020-03-17,MS,482,468.0,14.0,80,2.0,43,42.0,1.0,6,0.0,03/19/2020 12:00:00 AM,Agree,Agree
397,2020-03-17,MI,3863,3814.0,49.0,843,17.0,5,2.0,3.0,0,0.0,03/18/2020 12:00:00 AM,Agree,Agree
28897,2020-03-17,AL,755,709.0,46.0,126,3.0,3,2.0,1.0,1,0.0,03/19/2020 12:00:00 AM,Agree,Agree
23061,2020-03-17,TN,234,233.0,1.0,90,0.0,0,0.0,0.0,0,0.0,03/17/2020 12:00:00 AM,Agree,Agree
23023,2020-03-18,TN,378,377.0,1.0,144,0.0,0,0.0,0.0,0,0.0,03/18/2020 12:00:00 AM,Agree,Agree
7971,2020-03-18,KY,73,66.0,7.0,18,2.0,2,2.0,0.0,1,0.0,03/20/2020 12:00:00 AM,Agree,Agree
24206,2020-03-18,MS,594,579.0,15.0,112,1.0,53,52.0,1.0,10,0.0,03/20/2020 12:00:00 AM,Agree,Agree
625,2020-03-18,NC,330,330.0,0.0,109,0.0,1,1.0,0.0,0,0.0,03/18/2020 12:00:00 AM,Agree,Agree
18856,2020-03-18,NYC,5101,5099.0,2.0,2122,1.0,21,19.0,2.0,9,1.0,03/16/2020 12:00:00 AM,Agree,Agree
5619,2020-03-18,AL,902,843.0,59.0,147,13.0,3,2.0,1.0,0,0.0,03/20/2020 12:00:00 AM,Agree,Agree
4960,2020-03-18,MI,4828,4756.0,72.0,965,23.0,8,5.0,3.0,3,0.0,03/19/2020 12:00:00 AM,Agree,Agree
27295,2020-03-19,NC,482,482.0,0.0,152,0.0,1,1.0,0.0,0,0.0,03/19/2020 12:00:00 AM,Agree,Agree
7494,2020-03-19,KY,103,94.0,9.0,30,2.0,2,2.0,0.0,0,0.0,03/21/2020 12:00:00 AM,Agree,Agree
13060,2020-03-19,NYC,7556,7551.0,5.0,2455,3.0,32,27.0,5.0,11,3.0,03/17/2020 12:00:00 AM,Agree,Agree
29152,2020-03-19,MS,689,673.0,16.0,95,1.0,59,58.0,1.0,6,0.0,03/21/2020 12:00:00 AM,Agree,Agree
21611,2020-03-19,TN,553,552.0,1.0,175,0.0,0,0.0,0.0,0,0.0,03/19/2020 12:00:00 AM,Agree,Agree
695,2020-03-19,AL,1030,960.0,70.0,128,11.0,4,2.0,2.0,1,1.0,03/21/2020 12:00:00 AM,Agree,Agree
1649,2020-03-19,MI,5672,5571.0,101.0,844,29.0,13,10.0,3.0,5,0.0,03/20/2020 12:00:00 AM,Agree,Agree
1390,2020-03-20,MI,6713,6578.0,135.0,1041,34.0,17,13.0,4.0,4,1.0,03/21/2020 12:00:00 AM,Agree,Agree
7874,2020-03-20,KY,126,114.0,12.0,23,3.0,3,2.0,1.0,1,1.0,03/22/2020 12:00:00 AM,Agree,Agree
21429,2020-03-20,TN,763,762.0,1.0,210,0.0,0,0.0,0.0,0,0.0,03/20/2020 12:00:00 AM,Agree,Agree
25058,2020-03-20,AL,1194,1114.0,80.0,164,10.0,4,2.0,2.0,0,0.0,03/22/2020 12:00:00 AM,Agree,Agree
9961,2020-03-20,NYC,10532,10522.0,10.0,2976,5.0,56,47.0,9.0,24,4.0,03/18/2020 12:00:00 AM,Agree,Agree
3216,2020-03-20,MS,814,796.0,18.0,125,2.0,70,69.0,1.0,11,0.0,03/22/2020 12:00:00 AM,Agree,Agree
29351,2020-03-20,NC,643,643.0,0.0,161,0.0,1,1.0,0.0,0,0.0,03/20/2020 12:00:00 AM,Agree,Agree
31421,2020-03-21,KY,145,133.0,12.0,19,0.0,4,3.0,1.0,1,0.0,03/23/2020 12:00:00 AM,Agree,Agree
22256,2020-03-21,TN,1014,1013.0,1.0,251,0.0,1,1.0,0.0,1,0.0,03/21/2020 12:00:00 AM,Agree,Agree
23485,2020-03-21,MS,912,893.0,19.0,98,1.0,78,77.0,1.0,8,0.0,03/23/2020 12:00:00 AM,Agree,Agree
28468,2020-03-21,MI,7565,7412.0,153.0,852,18.0,26,21.0,5.0,9,1.0,03/22/2020 12:00:00 AM,Agree,Agree
23732,2020-03-21,AL,1317,1235.0,82.0,123,2.0,4,2.0,2.0,0,0.0,03/23/2020 12:00:00 AM,Agree,Agree
6167,2020-03-21,NC,807,807.0,0.0,164,0.0,1,1.0,0.0,0,0.0,03/21/2020 12:00:00 AM,Agree,Agree
14195,2020-03-21,NYC,14243,14229.0,14.0,3711,4.0,83,71.0,12.0,27,3.0,03/19/2020 12:00:00 AM,Agree,Agree
13613,2020-03-22,NYC,18253,18236.0,17.0,4010,3.0,133,118.0,15.0,50,3.0,03/20/2020 12:00:00 AM,Agree,Agree
9030,2020-03-22,KY,164,152.0,12.0,19,0.0,4,3.0,1.0,0,0.0,03/24/2020 12:00:00 AM,Agree,Agree
3935,2020-03-22,NC,883,883.0,0.0,76,0.0,1,1.0,0.0,0,0.0,03/22/2020 12:00:00 AM,Agree,Agree
21852,2020-03-22,TN,1139,1138.0,1.0,125,0.0,3,3.0,0.0,2,0.0,03/22/2020 12:00:00 AM,Agree,Agree
1747,2020-03-22,MS,1004,985.0,19.0,92,0.0,83,82.0,1.0,5,0.0,03/24/2020 12:00:00 AM,Agree,Agree
28212,2020-03-22,MI,8411,8242.0,169.0,846,16.0,38,33.0,5.0,12,0.0,03/23/2020 12:00:00 AM,Agree,Agree
25282,2020-03-22,AL,1443,1357.0,86.0,126,4.0,4,2.0,2.0,0,0.0,03/24/2020 12:00:00 AM,Agree,Agree
6090,2020-03-23,AL,1672,1578.0,94.0,229,8.0,5,3.0,2.0,1,0.0,03/25/2020 12:00:00 AM,Agree,Agree
28852,2020-03-23,NC,956,955.0,1.0,73,1.0,2,2.0,0.0,1,0.0,03/23/2020 12:00:00 AM,Agree,Agree
22457,2020-03-23,TN,1246,1245.0,1.0,107,0.0,4,4.0,0.0,1,0.0,03/23/2020 12:00:00 AM,Agree,Agree
28702,2020-03-23,MS,1169,1150.0,19.0,165,0.0,86,85.0,1.0,3,0.0,03/25/2020 12:00:00 AM,Agree,Agree
10953,2020-03-23,NYC,20897,20874.0,23.0,2644,6.0,183,162.0,21.0,50,6.0,03/21/2020 12:00:00 AM,Agree,Agree
3848,2020-03-23,MI,9745,9535.0,210.0,1334,41.0,59,54.0,5.0,21,0.0,03/24/2020 12:00:00 AM,Agree,Agree
31635,2020-03-23,KY,245,233.0,12.0,81,0.0,7,6.0,1.0,3,0.0,03/25/2020 12:00:00 AM,Agree,Agree
15553,2020-03-24,TN,1530,1528.0,2.0,284,1.0,4,4.0,0.0,0,0.0,03/24/2020 12:00:00 AM,Agree,Agree
1471,2020-03-24,MI,10900,10662.0,238.0,1155,28.0,88,79.0,9.0,29,4.0,03/25/2020 12:00:00 AM,Agree,Agree
4272,2020-03-24,MS,1307,1287.0,20.0,138,1.0,93,92.0,1.0,7,0.0,03/26/2020 12:00:00 AM,Agree,Agree
9571,2020-03-24,KY,295,283.0,12.0,50,0.0,8,7.0,1.0,1,0.0,03/26/2020 12:00:00 AM,Agree,Agree
27415,2020-03-24,NC,1191,1189.0,2.0,235,1.0,2,2.0,0.0,0,0.0,03/24/2020 12:00:00 AM,Agree,Agree
18018,2020-03-24,NYC,23481,23454.0,27.0,2584,4.0,235,211.0,24.0,52,3.0,03/22/2020 12:00:00 AM,Agree,Agree
28430,2020-03-24,AL,1853,1742.0,111.0,181,17.0,6,4.0,2.0,1,0.0,03/26/2020 12:00:00 AM,Agree,Agree
6369,2020-03-25,KY,366,354.0,12.0,71,0.0,8,7.0,1.0,0,0.0,03/27/2020 12:00:00 AM,Agree,Agree
4326,2020-03-25,AL,2035,1913.0,122.0,182,11.0,10,7.0,3.0,4,1.0,03/27/2020 12:00:00 AM,Agree,Agree
27246,2020-03-25,NC,1367,1364.0,3.0,176,1.0,3,3.0,0.0,1,0.0,03/25/2020 12:00:00 AM,Agree,Agree
26954,2020-03-25,MS,1439,1419.0,20.0,132,0.0,102,101.0,1.0,9,0.0,03/27/2020 12:00:00 AM,Agree,Agree
11293,2020-03-25,NYC,27065,27024.0,41.0,3584,14.0,330,293.0,37.0,95,13.0,03/23/2020 12:00:00 AM,Agree,Agree
