측정일시,미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20180806,33.58974358974359,21.435897435897434
20180807,20.846153846153847,12.820512820512821
20180808,27.46153846153846,17.743589743589745
20180809,26.28205128205128,17.666666666666668
20180810,17.46153846153846,10.102564102564102
20180811,12.179487179487179,6.282051282051282
20180812,16.41025641025641,10.282051282051283
20180813,33.94871794871795,23.0
20180814,29.46153846153846,18.256410256410255
20180815,30.333333333333332,20.17948717948718
20180816,17.615384615384617,8.871794871794872
20180817,14.58974358974359,5.82051282051282
20180818,17.205128205128204,7.282051282051282
20180819,24.897435897435898,13.102564102564102
20180820,38.38461538461539,22.641025641025642
20180821,24.256410256410255,12.897435897435898
20180822,26.487179487179485,14.897435897435898
20180823,14.743589743589743,7.0256410256410255
20180824,9.820512820512821,4.794871794871795
20180825,25.23076923076923,12.76923076923077
20180826,18.871794871794872,11.128205128205128
20180827,10.897435897435898,5.897435897435898
20180828,11.846153846153847,5.794871794871795
20180829,15.461538461538462,7.487179487179487
20180830,28.794871794871796,18.17948717948718
20180831,25.615384615384617,14.794871794871796
20180901,20.333333333333332,10.256410256410257
20180902,14.384615384615385,6.82051282051282
20180903,17.153846153846153,8.897435897435898
20180904,18.512820512820515,9.0
20180905,28.31578947368421,10.947368421052632
20180906,37.13157894736842,19.473684210526315
20180907,27.86842105263158,13.552631578947368
20180908,25.63888888888889,10.722222222222221
20180909,22.88888888888889,10.833333333333334
20180910,13.36111111111111,5.305555555555555
20180911,14.444444444444445,5.918918918918919
20180912,17.25,7.472222222222222
20180913,19.805555555555557,8.722222222222221
20180914,20.055555555555557,10.25
20180915,14.083333333333334,7.055555555555555
20180916,38.97222222222222,25.944444444444443
20180917,29.47222222222222,15.694444444444445
20180918,37.77777777777778,18.11111111111111
20180919,41.5,20.805555555555557
20180920,16.857142857142858,10.257142857142858
20180921,9.083333333333334,4.513513513513513
20180922,33.138888888888886,12.055555555555555
20180923,29.77777777777778,10.694444444444445
20180924,14.416666666666666,5.833333333333333
20180925,14.722222222222221,6.972222222222222
20180926,8.833333333333334,4.75
20180927,10.055555555555555,4.833333333333333
20180928,14.542857142857143,6.514285714285714
20180929,16.885714285714286,8.4
20180930,21.62857142857143,10.571428571428571
20181001,17.705882352941178,8.470588235294118
20181002,26.457142857142856,13.657142857142857
20181003,28.17142857142857,15.542857142857143
20181004,23.4,12.82857142857143
20181005,11.457142857142857,7.685714285714286
20181006,6.914285714285715,3.6857142857142855
20181007,27.857142857142858,11.342857142857143
20181008,23.82857142857143,8.485714285714286
20181009,26.82857142857143,11.371428571428572
20181010,19.65714285714286,10.13888888888889
20181011,18.314285714285713,7.8
20181012,25.457142857142856,12.8
20181013,35.42857142857143,22.257142857142856
20181014,36.02857142857143,23.34285714285714
20181015,63.142857142857146,39.0
20181016,50.91428571428571,27.857142857142858
20181017,36.142857142857146,17.8
20181018,16.714285714285715,8.342857142857143
20181019,20.52777777777778,9.666666666666666
20181020,40.486486486486484,20.864864864864863
20181021,38.83783783783784,22.945945945945947
20181022,53.45945945945946,34.37837837837838
20181023,53.91891891891892,33.54054054054054
20181024,43.0,19.486486486486488
20181025,41.513513513513516,20.35135135135135
20181026,36.44736842105263,20.710526315789473
20181027,26.94736842105263,6.2368421052631575
20181028,15.052631578947368,8.236842105263158
20181029,18.2972972972973,8.27027027027027
20181030,22.2972972972973,10.72972972972973
20181031,22.972972972972972,12.27027027027027
20181101,36.567567567567565,19.91891891891892
20181102,44.714285714285715,26.452380952380953
20181103,54.642857142857146,35.30952380952381
20181104,45.666666666666664,31.11904761904762
20181105,60.04761904761905,39.214285714285715
20181106,103.04761904761905,71.97619047619048
20181107,66.21428571428571,48.642857142857146
20181108,9.857142857142858,6.357142857142857
20181109,41.627906976744185,24.86046511627907
20181110,73.4186046511628,47.72093023255814
20181111,69.0,44.325581395348834
20181112,32.56818181818182,17.25
20181113,42.95454545454545,24.613636363636363
20181114,36.79545454545455,22.681818181818183
20181115,50.93181818181818,34.09090909090909
20181116,58.22727272727273,40.61363636363637
20181117,32.54545454545455,18.568181818181817
20181118,37.674418604651166,22.90909090909091
20181119,58.86363636363637,33.25
20181120,47.0,18.681818181818183
20181121,35.04545454545455,17.59090909090909
20181122,22.454545454545453,9.568181818181818
20181123,25.15909090909091,12.136363636363637
20181124,23.204545454545453,15.318181818181818
20181125,46.80952380952381,34.93023255813954
20181126,64.68888888888888,43.333333333333336
20181127,120.08888888888889,53.53333333333333
20181128,122.77777777777777,22.355555555555554
20181129,78.02222222222223,21.466666666666665
20181130,63.977777777777774,22.511111111111113
20181201,48.111111111111114,23.4
20181202,49.333333333333336,24.68888888888889
20181203,41.44444444444444,22.733333333333334
20181204,35.71111111111111,17.2
20181205,28.644444444444446,11.733333333333333
20181206,38.6,17.2
20181207,22.288888888888888,8.177777777777777
20181208,24.11111111111111,8.568181818181818
20181209,23.022222222222222,10.444444444444445
20181210,36.266666666666666,18.644444444444446
20181211,41.91111111111111,23.31111111111111
20181212,45.46666666666667,22.822222222222223
20181213,39.55555555555556,23.955555555555556
20181214,33.391304347826086,18.195652173913043
20181215,56.23913043478261,37.5
20181216,52.69565217391305,39.45652173913044
20181217,74.56521739130434,48.869565217391305
20181218,46.23913043478261,26.434782608695652
20181219,54.23913043478261,31.47826086956522
20181220,58.630434782608695,36.608695652173914
20181221,76.30434782608695,47.56521739130435
20181222,86.8913043478261,61.45652173913044
20181223,52.0,28.434782608695652
20181224,23.217391304347824,11.695652173913043
20181225,34.02173913043478,21.130434782608695
20181226,50.93478260869565,25.434782608695652
20181227,26.67391304347826,8.043478260869565
20181228,35.69565217391305,12.565217391304348
20181229,37.71739130434783,8.978260869565217
20181230,32.130434782608695,16.391304347826086
20181231,46.73913043478261,28.652173913043477
20190101,38.76086956521739,25.282608695652176
20190102,33.869565217391305,20.97826086956522
20190103,39.08695652173913,22.543478260869566
20190104,58.32608695652174,38.80434782608695
20190105,64.54347826086956,40.869565217391305
20190106,50.76086956521739,22.847826086956523
20190107,54.82608695652174,34.65217391304348
20190108,41.56521739130435,18.891304347826086
20190109,50.369565217391305,20.543478260869566
20190110,56.97826086956522,32.19565217391305
20190111,76.78260869565217,53.80434782608695
20190112,93.93478260869566,67.3695652173913
20190113,109.19565217391305,77.28260869565217
20190114,161.52173913043478,125.34782608695652
20190115,137.34782608695653,89.0
20190116,47.71739130434783,17.108695652173914
20190117,44.130434782608695,22.26086956521739
20190118,56.5,34.06521739130435
20190119,93.04347826086956,64.32608695652173
20190120,67.91304347826087,34.369565217391305
20190121,43.108695652173914,21.108695652173914
20190122,65.47826086956522,30.73913043478261
20190123,76.52173913043478,46.869565217391305
20190124,42.82608695652174,20.76086956521739
20190125,48.30434782608695,21.543478260869566
20190126,42.23913043478261,19.152173913043477
20190127,37.80434782608695,20.652173913043477
20190128,84.8913043478261,24.652173913043477
20190129,69.6086956521739,21.97826086956522
20190130,63.04347826086956,32.19565217391305
20190131,74.1304347826087,21.08695652173913
20190201,39.23913043478261,16.847826086956523
20190202,57.69565217391305,33.82608695652174
20190203,36.608695652173914,27.804347826086957
20190204,73.28260869565217,36.15217391304348
20190205,85.02173913043478,27.065217391304348
20190206,95.58695652173913,33.69565217391305
20190207,62.369565217391305,32.130434782608695
20190208,31.108695652173914,15.717391304347826
20190209,34.68888888888889,16.22222222222222
20190210,41.77777777777778,22.355555555555554
20190211,38.888888888888886,22.26086956521739
20190212,58.91304347826087,37.630434782608695
20190213,39.19565217391305,20.67391304347826
20190214,52.02173913043478,25.652173913043477
20190215,39.43478260869565,27.52173913043478
20190216,60.130434782608695,48.56521739130435
20190217,36.23913043478261,25.195652173913043
20190218,42.80434782608695,26.217391304347824
20190219,42.71739130434783,33.32608695652174
20190220,58.02173913043478,48.32608695652174
20190221,78.23913043478261,63.891304347826086
20190222,73.3913043478261,56.17391304347826
20190223,55.69565217391305,38.95652173913044
20190224,60.23913043478261,45.78260869565217
20190225,84.04347826086956,62.67391304347826
20190226,53.34782608695652,27.108695652173914
20190227,70.76086956521739,45.17391304347826
20190228,89.04347826086956,59.391304347826086
20190301,118.58695652173913,83.3695652173913
20190302,121.08695652173913,84.32608695652173
20190303,100.95652173913044,70.93478260869566
20190304,166.52173913043478,116.17391304347827
20190305,188.82608695652175,139.1304347826087
20190306,145.02173913043478,103.78260869565217
20190307,58.630434782608695,41.30434782608695
20190308,52.130434782608695,28.32608695652174
20190314,42.06521739130435,18.956521739130434
20190315,69.91304347826087,39.630434782608695
20190318,40.130434782608695,22.608695652173914
20190319,64.1086956521739,38.869565217391305
20190320,97.46666666666667,70.02222222222223
20190321,33.0,24.934782608695652
20190322,39.26086956521739,19.67391304347826
20190323,25.32608695652174,14.934782608695652
20190324,28.347826086956523,13.23913043478261
20190325,48.02173913043478,28.152173913043477
20190326,58.19565217391305,33.71739130434783
20190327,90.80434782608695,58.21739130434783
20190328,85.58695652173913,52.19565217391305
20190329,40.19565217391305,19.304347826086957
20190330,35.15217391304348,23.195652173913043
20190331,43.65217391304348,26.130434782608695
20190401,25.32608695652174,12.108695652173912
20190402,32.78260869565217,16.77777777777778
20190403,39.84782608695652,22.32608695652174
20190404,36.869565217391305,19.91304347826087
20190405,79.30434782608695,24.17391304347826
20190406,64.45652173913044,20.108695652173914
20190407,38.19565217391305,16.217391304347824
20190408,38.21739130434783,12.521739130434783
20190409,27.5,10.630434782608695
20190410,8.26086956521739,4.891304347826087
20190411,28.347826086956523,16.695652173913043
20190412,51.04347826086956,30.76086956521739
20190413,49.5,31.5
20190414,39.23913043478261,21.17391304347826
20190415,52.91304347826087,16.565217391304348
20190416,49.23913043478261,22.17391304347826
20190417,43.21739130434783,20.108695652173914
20190418,38.608695652173914,22.065217391304348
20190419,44.630434782608695,22.391304347826086
20190420,45.869565217391305,23.782608695652176
20190421,33.45652173913044,24.195652173913043
20190422,90.71739130434783,38.56521739130435
20190423,95.76086956521739,44.65217391304348
20190424,59.04347826086956,40.93478260869565
20190425,41.82608695652174,18.91304347826087
20190426,10.565217391304348,6.434782608695652
20190427,18.97826086956522,10.26086956521739
20190428,19.97826086956522,12.804347826086957
20190429,25.304347826086957,15.652173913043478
20190430,35.95652173913044,21.73913043478261
20190501,61.5,27.434782608695652
20190502,58.21739130434783,15.76086956521739
20190503,60.84782608695652,28.543478260869566
20190504,93.04347826086956,57.67391304347826
20190505,66.8695652173913,41.95652173913044
20190506,34.73913043478261,10.08695652173913
20190507,49.71739130434783,17.608695652173914
20190508,52.891304347826086,22.73913043478261
20190509,49.95652173913044,24.652173913043477
20190510,63.73913043478261,34.73913043478261
20190511,68.58695652173913,37.54347826086956
20190512,58.41304347826087,36.76086956521739
20190513,59.06521739130435,36.369565217391305
20190514,46.41304347826087,32.02173913043478
20190515,70.19565217391305,45.891304347826086
20190516,69.65217391304348,44.71739130434783
20190517,57.67391304347826,39.28260869565217
20190518,32.41304347826087,17.82608695652174
20190519,14.282608695652174,10.108695652173912
20190520,39.130434782608695,12.434782608695652
20190521,52.97826086956522,18.195652173913043
20190522,57.80434782608695,27.58695652173913
20190523,75.23913043478261,42.73913043478261
20190524,85.0,51.80434782608695
20190525,86.21739130434783,56.78260869565217
20190526,40.71739130434783,23.717391304347824
20190527,23.695652173913043,14.652173913043478
20190528,23.5,8.304347826086957
20190529,49.97826086956522,23.82608695652174
20190530,48.02,25.3
20190531,21.86,11.18
20190601,36.34,25.08
20190602,38.94,23.8
20190603,40.92,22.3
20190604,30.6,19.46
20190605,53.97959183673469,37.04081632653061
20190606,62.723404255319146,42.829787234042556
20190607,13.48936170212766,8.595744680851064
20190608,26.085106382978722,15.595744680851064
20190609,39.91489361702128,30.595744680851062
20190610,11.48936170212766,6.23404255319149
20190611,13.53191489361702,6.914893617021277
20190612,32.680851063829785,17.893617021276597
20190613,31.818181818181817,20.022727272727273
20190614,35.06818181818182,23.34090909090909
20190615,37.11363636363637,21.477272727272727
20190616,17.045454545454547,10.818181818181818
20190617,25.227272727272727,15.727272727272727
20190618,33.02272727272727,22.568181818181817
20190619,34.04545454545455,25.386363636363637
20190620,29.363636363636363,20.545454545454547
20190621,28.65909090909091,19.454545454545453
20190622,12.840909090909092,6.75
20190623,12.590909090909092,7.295454545454546
20190624,22.681818181818183,12.954545454545455
20190625,33.34090909090909,21.545454545454547
20190626,35.58139534883721,23.41860465116279
20190627,21.022727272727273,13.886363636363637
20190628,41.61363636363637,32.11363636363637
20190629,25.636363636363637,19.045454545454547
20190630,32.56818181818182,24.727272727272727
20190701,35.13636363636363,24.954545454545453
20190702,30.88372093023256,21.88372093023256
20190703,33.395348837209305,24.511627906976745
20190704,32.06976744186046,20.74418604651163
20190705,36.04651162790697,22.3953488372093
20190706,31.74418604651163,21.558139534883722
20190707,18.372093023255815,11.904761904761905
20190708,10.720930232558139,5.488372093023256
20190709,11.55813953488372,6.186046511627907
20190710,11.069767441860465,5.8604651162790695
20190711,8.069767441860465,3.604651162790698
20190712,14.414634146341463,8.463414634146341
20190713,31.878048780487806,24.75609756097561
20190714,44.073170731707314,36.68292682926829
20190715,41.88636363636363,32.5
20190716,33.15555555555556,24.11111111111111
20190717,61.34090909090909,47.06666666666667
20190718,67.37777777777778,53.355555555555554
20190719,34.4,24.866666666666667
20190720,9.5,4.795454545454546
20190721,16.068181818181817,9.568181818181818
20190722,46.916666666666664,32.104166666666664
20190723,28.1875,17.541666666666668
20190724,24.479166666666668,14.979166666666666
20190725,25.97872340425532,17.0
20190726,18.617021276595743,12.72340425531915
20190727,19.29787234042553,13.042553191489361
20190728,14.851063829787234,9.326086956521738
20190729,15.645833333333334,7.8125
20190730,19.5,10.375
20190731,17.145833333333332,9.0625
20190801,13.816326530612244,8.122448979591837
20190802,20.14,13.96
20190803,21.86,13.42
20190804,29.408163265306122,20.73469387755102
20190805,40.68,30.1
20190806,30.84,21.6
20190807,20.58,12.18
20190808,42.5,31.14
20190809,28.9,18.72
20190810,22.76,13.54
20190811,18.76,11.06
20190812,18.24,12.92
20190813,25.26,14.94
20190814,20.76,12.26
20190815,9.16,4.92
20190816,17.86,8.98
20190817,32.7,20.34
20190818,25.489795918367346,14.0
20190819,26.08,15.88
20190820,30.8,20.24
20190821,32.22,21.88
20190822,39.02040816326531,26.489795918367346
20190823,33.224489795918366,19.387755102040817
20190824,24.448979591836736,11.979591836734693
20190825,21.166666666666668,13.0
20190826,26.693877551020407,16.387755102040817
20190827,27.53061224489796,18.244897959183675
20190828,31.081632653061224,19.73469387755102
20190829,29.448979591836736,20.387755102040817
20190830,20.816326530612244,10.0
20190831,19.382978723404257,10.53191489361702
20190901,20.80851063829787,12.76595744680851
20190902,27.106382978723403,14.829787234042554
20190903,24.638297872340427,14.191489361702128
20190904,9.0,4.533333333333333
20190905,10.644444444444444,5.5777777777777775
20190906,15.866666666666667,8.11111111111111
20190909,37.04255319148936,24.851063829787233
20190910,14.106382978723405,8.829787234042554
20190911,9.0,4.8125
20190912,12.666666666666666,5.208333333333333
20190913,14.375,6.041666666666667
20190914,18.833333333333332,10.583333333333334
20190915,16.416666666666668,10.479166666666666
20190916,13.833333333333334,5.979166666666667
20190917,20.02127659574468,9.042553191489361
20190918,33.829787234042556,12.340425531914894
20190919,29.95744680851064,10.340425531914894
20190920,25.229166666666668,10.354166666666666
20190921,16.977272727272727,7.681818181818182
20190922,6.954545454545454,3.8181818181818183
20190923,14.41304347826087,6.065217391304348
20190924,24.695652173913043,11.91304347826087
20190925,31.02173913043478,16.52173913043478
20190926,27.869565217391305,15.891304347826088
20190927,22.91304347826087,11.717391304347826
20190928,28.82608695652174,17.304347826086957
20190929,38.34782608695652,25.17391304347826
20190930,52.23913043478261,33.47826086956522
20191001,48.34782608695652,32.0
20191002,24.717391304347824,16.717391304347824
20191003,9.173913043478262,4.5
20191004,26.652173913043477,16.26086956521739
20191005,43.43478260869565,24.065217391304348
20191006,12.08695652173913,5.021739130434782
20191007,11.326086956521738,6.326086956521739
20191008,23.82608695652174,10.5
20191009,24.608695652173914,9.434782608695652
20191010,30.47826086956522,14.282608695652174
20191011,36.977777777777774,20.152173913043477
20191012,25.630434782608695,11.76086956521739
20191013,19.42222222222222,8.71111111111111
20191014,34.93478260869565,16.130434782608695
20191015,21.133333333333333,8.355555555555556
20191016,27.97826086956522,14.369565217391305
20191017,30.82608695652174,16.57777777777778
20191018,18.717391304347824,9.533333333333333
20191019,21.727272727272727,10.255813953488373
20191020,37.70454545454545,23.09090909090909
20191021,41.90909090909091,24.636363636363637
20191022,40.47826086956522,24.608695652173914
20191023,24.5,14.152173913043478
20191024,31.085106382978722,17.04255319148936
20191025,25.395833333333332,11.666666666666666
20191026,23.625,12.791666666666666
20191027,25.0625,13.791666666666666
20191028,30.875,18.229166666666668
20191029,104.25,19.4375
20191030,26.125,10.6875
20191031,74.08333333333333,23.145833333333332
20191101,96.20833333333333,34.291666666666664
20191102,73.89583333333333,36.8125
20191103,58.25,34.25
20191104,15.020833333333334,7.125
20191105,34.875,19.395833333333332
20191106,51.0,30.291666666666668
20191107,50.145833333333336,23.229166666666668
20191108,44.041666666666664,16.854166666666668
20191109,44.25,20.979166666666668
20191110,42.46808510638298,26.0625
20191111,25.041666666666668,13.9375
20191112,40.25,20.979166666666668
20191113,36.083333333333336,21.145833333333332
20191114,19.3125,6.020833333333333
20191115,23.291666666666668,12.958333333333334
20191116,32.604651162790695,20.6
20191117,27.34090909090909,15.311111111111112
20191118,80.17777777777778,12.466666666666667
20191119,30.8,8.822222222222223
20191120,23.31111111111111,10.222222222222221
20191121,38.22222222222222,17.488888888888887
20191122,45.75555555555555,20.866666666666667
20191123,34.75,17.444444444444443
20191124,31.244444444444444,19.42222222222222
20191125,27.044444444444444,14.466666666666667
20191126,26.318181818181817,15.477272727272727
20191127,39.26086956521739,21.391304347826086
20191128,38.06521739130435,19.361702127659573
20191129,45.4375,22.6875
20191130,46.319148936170215,27.70212765957447
20191201,40.340425531914896,28.02127659574468
20191202,23.361702127659573,12.617021276595745
20191203,28.829787234042552,16.04255319148936
20191204,29.93617021276596,15.46808510638298
20191205,21.829787234042552,10.553191489361701
20191206,31.4468085106383,15.46808510638298
20191207,46.19565217391305,29.391304347826086
20191208,54.71739130434783,39.91304347826087
20191209,62.8936170212766,44.702127659574465
20191210,96.72340425531915,69.42553191489361
20191211,80.06382978723404,53.659574468085104
20191212,21.177777777777777,13.977777777777778
20191213,29.377777777777776,16.733333333333334
20191214,39.55555555555556,25.733333333333334
20191215,36.888888888888886,24.954545454545453
20191216,39.30434782608695,23.47826086956522
20191217,28.229166666666668,18.875
20191218,38.319148936170215,26.106382978723403
20191219,25.854166666666668,15.583333333333334
20191220,29.416666666666668,20.125
20191221,34.979166666666664,22.395833333333332
20191222,58.291666666666664,42.3125
20191223,49.583333333333336,38.0
20191224,69.9375,51.5
20191225,51.8936170212766,37.57446808510638
20191226,49.65217391304348,33.73913043478261
20191227,34.608695652173914,23.065217391304348
20191228,43.333333333333336,24.42222222222222
20191229,45.84444444444444,26.666666666666668
20191230,36.86363636363637,25.34090909090909
20191231,25.244444444444444,14.866666666666667
20200728,13.44,5.76
20200729,11.12,5.52
20200730,20.72,12.38
20200731,24.54,15.64
20200801,15.92,8.42
20200802,11.56,5.74
20200803,14.76,9.02
20200804,37.64,24.98
20200805,35.0,22.3
20200806,15.7,7.48
20200807,28.56,17.7
20200808,14.92,7.66
20200809,10.18,5.04
20200810,13.34,5.78
20200811,10.5,5.82
20200812,23.82,13.22
20200813,26.4,12.34
20200814,31.66,17.68
20200815,37.4,26.68
20200816,22.38,13.32
20200817,24.98,16.4
20200818,33.5,22.44
20200819,42.96,29.62
20200820,38.36,27.16
20200821,29.94,20.62
20200822,18.16,10.3
20200823,13.8,7.92
20200824,23.693877551020407,15.56
20200825,32.76,23.32
20200826,24.86,16.28
20200827,20.46,11.52
20200828,23.14,15.3
20200829,16.666666666666668,9.958333333333334
20200830,15.0,9.75
20200831,10.125,3.5208333333333335
20200901,16.583333333333332,7.1875
20200902,14.041666666666666,7.583333333333333
20200903,13.5625,5.75
20200904,22.583333333333332,10.604166666666666
20200905,30.956521739130434,18.804347826086957
20200906,22.456521739130434,14.695652173913043
20200907,5.173913043478261,2.652173913043478
20200908,23.02173913043478,10.847826086956522
20200909,28.08695652173913,18.347826086956523
20200910,27.195652173913043,17.347826086956523
20200911,26.804347826086957,16.630434782608695
20200912,10.41304347826087,6.0
20200913,8.08695652173913,3.282608695652174
20200914,21.67391304347826,12.304347826086957
20200915,34.5,22.41304347826087
20200916,25.717391304347824,17.217391304347824
20200917,22.304347826086957,9.108695652173912
20200918,21.76086956521739,7.413043478260869
20200919,19.347826086956523,8.565217391304348
20200920,17.466666666666665,9.152173913043478
20200921,23.155555555555555,12.173913043478262
20200922,14.977777777777778,7.739130434782608
20200923,9.044444444444444,3.4565217391304346
20200924,9.177777777777777,3.152173913043478
20200925,12.6,5.0
20200926,14.688888888888888,6.0
20200927,13.244444444444444,6.413043478260869
20200928,22.52173913043478,11.304347826086957
20200929,30.934782608695652,16.717391304347824
20200930,30.934782608695652,19.08695652173913
20201001,17.17391304347826,10.521739130434783
20201002,22.76086956521739,14.282608695652174
20201003,34.19565217391305,19.5
20201004,25.108695652173914,13.26086956521739
20201005,22.543478260869566,8.195652173913043
20201006,21.386363636363637,10.0
20201007,21.363636363636363,9.818181818181818
