,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
142,KOR,Asia,South Korea,2020-06-11,12003.0,56.0,47.857,277.0,1.0,0.5710000000000001,234.11700000000002,1.092,0.9329999999999999,5.403,0.02,0.011000000000000001,1.08,,,,,,,,,15645.0,1041394.0,20.312,0.305,13676.0,0.267,0.003,285.8,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
143,KOR,Asia,South Korea,2020-06-12,12051.0,48.0,47.428999999999995,277.0,0.0,0.5710000000000001,235.053,0.9359999999999999,0.925,5.403,0.0,0.011000000000000001,0.99,,,,,,,,,15849.0,1057243.0,20.621,0.309,13578.0,0.265,0.003,286.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
144,KOR,Asia,South Korea,2020-06-13,12085.0,34.0,44.143,277.0,0.0,0.5710000000000001,235.717,0.6629999999999999,0.861,5.403,0.0,0.011000000000000001,0.93,,,,,,,,,14109.0,1071352.0,20.897,0.275,13429.0,0.262,0.003,304.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
145,KOR,Asia,South Korea,2020-06-14,12121.0,36.0,43.857,277.0,0.0,0.5710000000000001,236.419,0.7020000000000001,0.855,5.403,0.0,0.011000000000000001,0.99,,,,,,,,,7620.0,1078972.0,21.045,0.149,13241.0,0.258,0.003,301.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,8.08
146,KOR,Asia,South Korea,2020-06-15,12155.0,34.0,43.286,278.0,1.0,0.5710000000000001,237.082,0.6629999999999999,0.8440000000000001,5.422000000000001,0.02,0.011000000000000001,1.01,,,,,,,,,5954.0,1084926.0,21.160999999999998,0.11599999999999999,13012.0,0.254,0.003,300.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
147,KOR,Asia,South Korea,2020-06-16,12198.0,43.0,42.286,279.0,1.0,0.429,237.921,0.8390000000000001,0.825,5.442,0.02,0.008,1.05,,,,,,,,,12209.0,1097135.0,21.4,0.23800000000000002,12657.0,0.247,0.003,299.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
148,KOR,Asia,South Korea,2020-06-17,12257.0,59.0,44.286,280.0,1.0,0.5710000000000001,239.071,1.151,0.8640000000000001,5.461,0.02,0.011000000000000001,1.14,,,,,,,,,14199.0,1111334.0,21.676,0.27699999999999997,12226.0,0.23800000000000002,0.004,276.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
149,KOR,Asia,South Korea,2020-06-18,12306.0,49.0,43.286,280.0,0.0,0.429,240.02700000000002,0.956,0.8440000000000001,5.461,0.0,0.008,1.12,,,,,,,,,12664.0,1123998.0,21.923000000000002,0.247,11801.0,0.23,0.004,272.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
150,KOR,Asia,South Korea,2020-06-19,12373.0,67.0,46.0,280.0,0.0,0.429,241.334,1.307,0.897,5.461,0.0,0.008,1.12,,,,,,,,,12875.0,1136873.0,22.175,0.251,11376.0,0.222,0.004,247.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
151,KOR,Asia,South Korea,2020-06-20,12421.0,48.0,48.0,280.0,0.0,0.429,242.27,0.9359999999999999,0.9359999999999999,5.461,0.0,0.008,1.01,,,,,,,,,12558.0,1149431.0,22.42,0.245,11154.0,0.218,0.004,232.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
152,KOR,Asia,South Korea,2020-06-21,12438.0,17.0,45.286,280.0,0.0,0.429,242.602,0.332,0.883,5.461,0.0,0.008,0.92,,,,,,,,,6961.0,1156392.0,22.555,0.136,11060.0,0.21600000000000003,0.004,244.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,5.23
153,KOR,Asia,South Korea,2020-06-22,12484.0,46.0,47.0,281.0,1.0,0.429,243.49900000000002,0.897,0.917,5.481,0.02,0.008,0.99,,,,,,,,,6271.0,1162663.0,22.678,0.122,11105.0,0.217,0.004,236.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
154,KOR,Asia,South Korea,2020-06-23,12535.0,51.0,48.143,281.0,0.0,0.28600000000000003,244.49400000000003,0.995,0.9390000000000001,5.481,0.0,0.006,0.96,,,,,,,,,11071.0,1173734.0,22.894000000000002,0.21600000000000003,10943.0,0.213,0.004,227.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
155,KOR,Asia,South Korea,2020-06-24,12563.0,28.0,43.714,282.0,1.0,0.28600000000000003,245.04,0.546,0.853,5.5,0.02,0.006,0.88,,,,,,,,,14618.0,1188352.0,23.179000000000002,0.285,11003.0,0.215,0.004,251.7,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
156,KOR,Asia,South Korea,2020-06-25,12602.0,39.0,42.286,282.0,0.0,0.28600000000000003,245.801,0.7609999999999999,0.825,5.5,0.0,0.006,0.94,,,,,,,,,13226.0,1201578.0,23.436999999999998,0.258,11083.0,0.21600000000000003,0.004,262.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
157,KOR,Asia,South Korea,2020-06-26,12653.0,51.0,40.0,282.0,0.0,0.28600000000000003,246.795,0.995,0.78,5.5,0.0,0.006,1.05,,,,,,,,,11909.0,1213487.0,23.669,0.23199999999999998,10945.0,0.213,0.004,273.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
158,KOR,Asia,South Korea,2020-06-27,12715.0,62.0,42.0,282.0,0.0,0.28600000000000003,248.005,1.209,0.8190000000000001,5.5,0.0,0.006,1.15,,,,,,,,,10427.0,1223914.0,23.872,0.203,10640.0,0.20800000000000002,0.004,253.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
159,KOR,Asia,South Korea,2020-06-28,12757.0,42.0,45.571000000000005,282.0,0.0,0.28600000000000003,248.824,0.8190000000000001,0.889,5.5,0.0,0.006,1.14,,,,,,,,,8776.0,1232690.0,24.043000000000003,0.171,10900.0,0.213,0.004,239.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,6.29
160,KOR,Asia,South Korea,2020-06-29,12800.0,43.0,45.143,282.0,0.0,0.14300000000000002,249.66299999999998,0.8390000000000001,0.8809999999999999,5.5,0.0,0.003,1.12,,,,,,,,,8765.0,1241455.0,24.214000000000002,0.171,11256.0,0.22,0.004,249.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
161,KOR,Asia,South Korea,2020-06-30,12850.0,50.0,45.0,282.0,0.0,0.14300000000000002,250.638,0.975,0.878,5.5,0.0,0.003,1.11,,,,,,,,,11502.0,1252957.0,24.439,0.22399999999999998,11318.0,0.221,0.004,251.5,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
162,KOR,Asia,South Korea,2020-07-01,12904.0,54.0,48.714,282.0,0.0,0.0,251.69099999999997,1.053,0.95,5.5,0.0,0.0,1.14,,,,,,,,,12748.0,1265705.0,24.686999999999998,0.249,11050.0,0.21600000000000003,0.004,226.8,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
163,KOR,Asia,South Korea,2020-07-02,12967.0,63.0,52.143,282.0,0.0,0.0,252.92,1.229,1.0170000000000001,5.5,0.0,0.0,1.17,,,,,,,,,10475.0,1276180.0,24.892,0.204,10657.0,0.20800000000000002,0.005,204.4,people tested,,,,,,,,,,56.94,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
164,KOR,Asia,South Korea,2020-07-03,13030.0,63.0,53.857,283.0,1.0,0.14300000000000002,254.149,1.229,1.05,5.52,0.02,0.003,1.14,,,,,,,,,10021.0,1286201.0,25.087,0.195,10388.0,0.203,0.005,192.9,people tested,,,,,,,,,,56.94,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
165,KOR,Asia,South Korea,2020-07-04,13091.0,61.0,53.714,283.0,0.0,0.14300000000000002,255.33900000000003,1.19,1.048,5.52,0.0,0.003,1.12,,,,,,,,,11001.0,1297202.0,25.302,0.215,10470.0,0.204,0.005,194.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
166,KOR,Asia,South Korea,2020-07-05,13137.0,46.0,54.286,284.0,1.0,0.28600000000000003,256.236,0.897,1.0590000000000002,5.539,0.02,0.006,1.08,,,,,,,,,,,,,10166.0,0.198,0.005,187.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,6.43
167,KOR,Asia,South Korea,2020-07-06,13181.0,44.0,54.428999999999995,285.0,1.0,0.429,257.094,0.858,1.062,5.559,0.02,0.008,1.05,,,,,,,,,,1310504.0,25.561,,9864.0,0.192,0.006,181.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
168,KOR,Asia,South Korea,2020-07-07,13244.0,63.0,56.286,285.0,0.0,0.429,258.323,1.229,1.0979999999999999,5.559,0.0,0.008,1.02,,,,,,,,,12015.0,1322519.0,25.796,0.23399999999999999,9937.0,0.19399999999999998,0.006,176.5,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
169,KOR,Asia,South Korea,2020-07-08,13293.0,49.0,55.571000000000005,287.0,2.0,0.7140000000000001,259.279,0.956,1.084,5.598,0.039,0.013999999999999999,0.93,,,,,,,,,13204.0,1335723.0,26.053,0.258,10003.0,0.195,0.006,180.0,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
170,KOR,Asia,South Korea,2020-07-09,13338.0,45.0,53.0,288.0,1.0,0.857,260.156,0.878,1.034,5.617000000000001,0.02,0.017,0.86,,,,,,,,,12136.0,1347859.0,26.29,0.237,10240.0,0.2,0.005,193.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
171,KOR,Asia,South Korea,2020-07-10,13373.0,35.0,49.0,288.0,0.0,0.7140000000000001,260.839,0.6829999999999999,0.956,5.617000000000001,0.0,0.013999999999999999,0.81,,,,,,,,,13504.0,1361363.0,26.553,0.263,10737.0,0.209,0.005,219.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
172,KOR,Asia,South Korea,2020-07-11,13417.0,44.0,46.571000000000005,289.0,1.0,0.857,261.697,0.858,0.9079999999999999,5.6370000000000005,0.02,0.017,0.92,,,,,,,,,,,,,10520.0,0.205,0.004,225.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
173,KOR,Asia,South Korea,2020-07-12,13479.0,62.0,48.857,289.0,0.0,0.7140000000000001,262.906,1.209,0.953,5.6370000000000005,0.0,0.013999999999999999,1.06,,,,,,,,,,1380314.0,26.923000000000002,,10923.0,0.213,0.004,223.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,3.1
174,KOR,Asia,South Korea,2020-07-13,13512.0,33.0,47.286,289.0,0.0,0.5710000000000001,263.55,0.644,0.922,5.6370000000000005,0.0,0.011000000000000001,0.97,,,,,,,,,6153.0,1386467.0,27.043000000000003,0.12,10852.0,0.212,0.004,229.5,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
175,KOR,Asia,South Korea,2020-07-14,13551.0,39.0,43.857,289.0,0.0,0.5710000000000001,264.311,0.7609999999999999,0.855,5.6370000000000005,0.0,0.011000000000000001,0.95,,,,,,,,,9860.0,1396327.0,27.235,0.192,10544.0,0.20600000000000002,0.004,240.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
176,KOR,Asia,South Korea,2020-07-15,13612.0,61.0,45.571000000000005,291.0,2.0,0.5710000000000001,265.501,1.19,0.889,5.676,0.039,0.011000000000000001,1.03,,,,,,,,,11692.0,1408019.0,27.463,0.228,10328.0,0.201,0.004,226.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
177,KOR,Asia,South Korea,2020-07-16,13672.0,60.0,47.714,293.0,2.0,0.7140000000000001,266.671,1.17,0.9309999999999999,5.715,0.039,0.013999999999999999,1.0,,,,,,,,,9925.0,1417944.0,27.656999999999996,0.19399999999999998,10012.0,0.195,0.005,209.8,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
178,KOR,Asia,South Korea,2020-07-17,13711.0,39.0,48.286,294.0,1.0,0.857,267.432,0.7609999999999999,0.9420000000000001,5.734,0.02,0.017,0.84,,,,,,,,,9963.0,1427907.0,27.851,0.19399999999999998,9506.0,0.185,0.005,196.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
179,KOR,Asia,South Korea,2020-07-18,13745.0,34.0,46.857,295.0,1.0,0.857,268.095,0.6629999999999999,0.914,5.754,0.02,0.017,0.84,,,,,,,,,9374.0,1437281.0,28.034000000000002,0.183,9492.0,0.185,0.005,202.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
180,KOR,Asia,South Korea,2020-07-19,13771.0,26.0,41.714,296.0,1.0,1.0,268.60200000000003,0.507,0.8140000000000001,5.773,0.02,0.02,0.93,,,,,,,,,6065.0,1443346.0,28.151999999999997,0.11800000000000001,9005.0,0.17600000000000002,0.005,215.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,7.76
181,KOR,Asia,South Korea,2020-07-20,13816.0,45.0,43.428999999999995,296.0,0.0,1.0,269.48,0.878,0.847,5.773,0.0,0.02,1.09,,,,,,,,,5545.0,1448891.0,28.26,0.10800000000000001,8918.0,0.174,0.005,205.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
182,KOR,Asia,South Korea,2020-07-21,13879.0,63.0,46.857,297.0,1.0,1.143,270.70799999999997,1.229,0.914,5.792999999999999,0.02,0.022000000000000002,1.18,,,,,,,,,9635.0,1458526.0,28.448,0.188,8886.0,0.17300000000000001,0.005,189.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
183,KOR,Asia,South Korea,2020-07-22,13938.0,59.0,46.571000000000005,297.0,0.0,0.857,271.85900000000004,1.151,0.9079999999999999,5.792999999999999,0.0,0.017,1.2,,,,,,,,,11794.0,1470320.0,28.678,0.23,8900.0,0.174,0.005,191.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
184,KOR,Asia,South Korea,2020-07-23,13979.0,41.0,43.857,298.0,1.0,0.7140000000000001,272.659,0.8,0.855,5.812,0.02,0.013999999999999999,1.19,,,,,,,,,9116.0,1479436.0,28.855999999999998,0.17800000000000002,8785.0,0.171,0.005,200.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
185,KOR,Asia,South Korea,2020-07-24,14092.0,113.0,54.428999999999995,298.0,0.0,0.5710000000000001,274.863,2.204,1.062,5.812,0.0,0.011000000000000001,1.34,,,,,,,,,10332.0,1489768.0,29.058000000000003,0.20199999999999999,8837.0,0.172,0.006,162.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
186,KOR,Asia,South Korea,2020-07-25,14150.0,58.0,57.857,298.0,0.0,0.429,275.994,1.131,1.128,5.812,0.0,0.008,1.09,,,,,,,,,9185.0,1498953.0,29.237,0.179,8810.0,0.172,0.006999999999999999,152.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
187,KOR,Asia,South Korea,2020-07-26,14175.0,25.0,57.714,299.0,1.0,0.429,276.482,0.488,1.126,5.832000000000001,0.02,0.008,0.9,,,,,,,,,4759.0,1503712.0,29.33,0.09300000000000001,8624.0,0.168,0.006999999999999999,149.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,6.75
188,KOR,Asia,South Korea,2020-07-27,14203.0,28.0,55.286,300.0,1.0,0.5710000000000001,277.028,0.546,1.078,5.851,0.02,0.011000000000000001,0.79,,,,,,,,,4492.0,1508204.0,29.416999999999998,0.08800000000000001,8473.0,0.165,0.006999999999999999,153.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
189,KOR,Asia,South Korea,2020-07-28,14251.0,48.0,53.143,300.0,0.0,0.429,277.964,0.9359999999999999,1.037,5.851,0.0,0.008,0.75,,,,,,,,,9056.0,1517260.0,29.594,0.177,8391.0,0.16399999999999998,0.006,157.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
190,KOR,Asia,South Korea,2020-07-29,14269.0,18.0,47.286,300.0,0.0,0.429,278.315,0.35100000000000003,0.922,5.851,0.0,0.008,0.65,,,,,,,,,10721.0,1527981.0,29.803,0.209,8237.0,0.161,0.006,174.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
191,KOR,Asia,South Korea,2020-07-30,14305.0,36.0,46.571000000000005,301.0,1.0,0.429,279.018,0.7020000000000001,0.9079999999999999,5.871,0.02,0.008,0.69,,,,,,,,,9216.0,1537197.0,29.983,0.18,8252.0,0.161,0.006,177.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
192,KOR,Asia,South Korea,2020-07-31,14336.0,31.0,34.857,301.0,0.0,0.429,279.622,0.605,0.68,5.871,0.0,0.008,0.64,,,,,,,,,8269.0,1545466.0,30.144000000000002,0.161,7957.0,0.155,0.004,228.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
193,KOR,Asia,South Korea,2020-08-01,14366.0,30.0,30.857,301.0,0.0,0.429,280.207,0.585,0.602,5.871,0.0,0.008,0.71,,,,,,,,,8086.0,1553552.0,30.302,0.158,7800.0,0.152,0.004,252.8,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
194,KOR,Asia,South Korea,2020-08-02,14389.0,23.0,30.570999999999998,301.0,0.0,0.28600000000000003,280.656,0.449,0.596,5.871,0.0,0.006,0.82,,,,,,,,,4926.0,1558478.0,30.398000000000003,0.096,7824.0,0.153,0.004,255.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,4.52
195,KOR,Asia,South Korea,2020-08-03,14423.0,34.0,31.429000000000002,301.0,0.0,0.14300000000000002,281.319,0.6629999999999999,0.613,5.871,0.0,0.003,0.9,,,,,,,,,3878.0,1562356.0,30.474,0.076,7736.0,0.151,0.004,246.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
196,KOR,Asia,South Korea,2020-08-04,14456.0,33.0,29.285999999999998,302.0,1.0,0.28600000000000003,281.96299999999997,0.644,0.5710000000000001,5.89,0.02,0.006,0.89,,,,,,,,,8700.0,1571056.0,30.643,0.17,7685.0,0.15,0.004,262.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
197,KOR,Asia,South Korea,2020-08-05,14499.0,43.0,32.857,302.0,0.0,0.28600000000000003,282.801,0.8390000000000001,0.6409999999999999,5.89,0.0,0.006,0.94,,,,,,,,,8641.0,1579697.0,30.811999999999998,0.16899999999999998,7388.0,0.14400000000000002,0.004,224.9,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
198,KOR,Asia,South Korea,2020-08-06,14519.0,20.0,30.570999999999998,303.0,1.0,0.28600000000000003,283.192,0.39,0.596,5.91,0.02,0.006,0.87,,,,,,,,,8759.0,1588456.0,30.983,0.171,7323.0,0.14300000000000002,0.004,239.5,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
199,KOR,Asia,South Korea,2020-08-07,14562.0,43.0,32.286,304.0,1.0,0.429,284.03,0.8390000000000001,0.63,5.928999999999999,0.02,0.008,0.94,,,,,,,,,8128.0,1596584.0,31.141,0.159,7303.0,0.142,0.004,226.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
200,KOR,Asia,South Korea,2020-08-08,14598.0,36.0,33.143,305.0,1.0,0.5710000000000001,284.732,0.7020000000000001,0.6459999999999999,5.949,0.02,0.011000000000000001,0.99,,,,,,,,,7825.0,1604409.0,31.294,0.153,7265.0,0.142,0.005,219.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
