사용일자,호선명,역명,승차총승객수,하차총승객수,등록일자
20210713,1호선,서울역,3675,4449,20210716
20210713,1호선,서정리,5030,4835,20210716
20210713,1호선,석계,6895,7933,20210716
20210713,1호선,석수,8730,7864,20210716
20210713,1호선,성균관대,11701,11762,20210716
20210713,1호선,성환,2707,2711,20210716
20210713,1호선,세류,2644,2446,20210716
20210713,1호선,세마,2308,2145,20210716
20210713,1호선,소요산,2786,2473,20210716
20210713,1호선,송탄,3483,3270,20210716
20210713,1호선,수색,2367,2409,20210716
20210713,1호선,수원,26461,27814,20210716
20210713,1호선,시청,18642,18376,20210716
20210713,1호선,신길,8124,6800,20210716
20210713,1호선,신도림,3704,3753,20210716
20210713,1호선,신설동,12432,12277,20210716
20210713,1호선,신이문,7516,7066,20210716
20210713,1호선,신창(순천향대),962,980,20210716
20210713,1호선,신촌,758,912,20210716
20210713,1호선,쌍용(나사렛대),1571,1448,20210716
20210713,1호선,아산,2185,2081,20210716
20210713,1호선,안양,18022,18065,20210716
20210713,1호선,야당,5701,5563,20210716
20210713,1호선,양주,6746,6357,20210716
20210713,1호선,영등포,29568,30072,20210716
20210713,1호선,오산,8099,8152,20210716
20210713,1호선,오산대,2707,2546,20210716
20210713,1호선,옥수,46,35,20210716
20210713,1호선,온양온천,2769,2798,20210716
20210713,1호선,왕십리(성동구청),11297,12944,20210716
20210713,1호선,외대앞,6009,5997,20210716
20210713,1호선,용산,25788,26062,20210716
20210713,1호선,운정,5701,5457,20210716
20210713,1호선,월계,5450,5280,20210716
20210713,1호선,월롱,2029,1877,20210716
20210713,1호선,응봉,1582,1336,20210716
20210713,1호선,의왕,7931,7955,20210716
20210713,1호선,의정부,15608,15963,20210716
20210713,1호선,이촌(국립중앙박물관),3223,2519,20210716
20210713,1호선,일산,8207,8367,20210716
20210713,1호선,임진강,24,11,20210716
20210713,1호선,제기동,14251,14462,20210716
20210713,1호선,종각,28023,27513,20210716
20210713,1호선,종로3가,21410,19989,20210716
20210713,1호선,종로5가,19514,19220,20210716
20210713,1호선,지행,5430,5479,20210716
20210713,1호선,직산,679,691,20210716
20210713,1호선,진위,1465,1308,20210716
20210713,1호선,천안,4182,4263,20210716
20210713,1호선,청량리(서울시립대입구),12128,13008,20210716
20210713,1호선,청량리(서울시립대입구),17067,17049,20210716
20210713,1호선,탄현,6573,6359,20210716
20210713,1호선,파주,952,699,20210716
20210713,1호선,평택,9319,9186,20210716
20210713,1호선,평택지제,2501,2428,20210716
20210713,1호선,풍산,4822,4431,20210716
20210713,1호선,한남,3759,3555,20210716
20210713,1호선,행신,6643,6808,20210716
20210713,1호선,홍대입구,1220,1353,20210716
20210713,1호선,화서,6473,6234,20210716
20210713,1호선,화전,1245,1175,20210716
20210713,1호선,회룡,11033,10842,20210716
20210713,1호선,효창공원앞,2560,2957,20210716
20210712,1호선,가능,5977,5765,20210715
20210712,1호선,가산디지털단지,16436,19545,20210715
20210712,1호선,가좌,4800,4499,20210715
20210712,1호선,강매,2860,2416,20210715
20210712,1호선,곡산,525,519,20210715
20210712,1호선,공덕,2968,2790,20210715
20210712,1호선,관악,6263,5910,20210715
20210712,1호선,광명,2909,2524,20210715
20210712,1호선,광운대,6944,6560,20210715
20210712,1호선,구로,17627,17718,20210715
20210712,1호선,군포,7260,7287,20210715
20210712,1호선,금릉,4042,3920,20210715
20210712,1호선,금정,23245,23781,20210715
20210712,1호선,금천구청,10567,10545,20210715
20210712,1호선,금촌,5514,5455,20210715
20210712,1호선,남영,8163,8587,20210715
20210712,1호선,노량진,7057,7173,20210715
20210712,1호선,녹양,4100,3915,20210715
20210712,1호선,녹천,4405,3754,20210715
20210712,1호선,능곡,3246,2959,20210715
20210712,1호선,당정,5434,5189,20210715
20210712,1호선,대방,11288,11646,20210715
20210712,1호선,덕계,2651,2374,20210715
20210712,1호선,덕정,4689,4705,20210715
20210712,1호선,도봉,5481,5256,20210715
20210712,1호선,도봉산,6634,4127,20210715
20210712,1호선,독산,15965,17027,20210715
20210712,1호선,동대문,9802,9365,20210715
20210712,1호선,동두천,1790,2055,20210715
20210712,1호선,동두천중앙,2867,2664,20210715
20210712,1호선,동묘앞,6708,6976,20210715
20210712,1호선,두정,4231,4393,20210715
20210712,1호선,디지털미디어시티,2109,2026,20210715
20210712,1호선,망월사,6375,6491,20210715
20210712,1호선,명학,8148,8266,20210715
20210712,1호선,문산,4534,4514,20210715
20210712,1호선,방학,8542,8427,20210715
20210712,1호선,배방,881,862,20210715
20210712,1호선,백마,5999,5690,20210715
20210712,1호선,병점,11949,11867,20210715
20210712,1호선,보산,1276,1115,20210715
20210712,1호선,봉명,1140,1085,20210715
20210712,1호선,서강대,1908,1761,20210715
20210712,1호선,서동탄,1325,1089,20210715
20210712,1호선,서빙고,1653,1534,20210715
20210712,1호선,서울역,4457,1464,20210715
20210712,1호선,서울역,3850,4651,20210715
20210712,1호선,서울역,34388,32807,20210715
20210712,1호선,서정리,5240,5142,20210715
20210712,1호선,석계,6881,7929,20210715
20210712,1호선,석수,8734,7874,20210715
20210712,1호선,성균관대,11889,11999,20210715
20210712,1호선,성환,2809,2960,20210715
20210712,1호선,세류,2674,2511,20210715
20210712,1호선,세마,2313,2199,20210715
20210712,1호선,소요산,2611,2241,20210715
20210712,1호선,송탄,3683,3383,20210715
20210712,1호선,수색,2464,2582,20210715
20210712,1호선,수원,27038,28399,20210715
20210712,1호선,시청,18028,18122,20210715
20210712,1호선,신길,8360,6977,20210715
20210712,1호선,신도림,3794,3742,20210715
20210712,1호선,신설동,12658,12475,20210715
20210712,1호선,신이문,7583,6998,20210715
20210712,1호선,신창(순천향대),945,1077,20210715
20210712,1호선,신촌,735,934,20210715
20210712,1호선,쌍용(나사렛대),1624,1488,20210715
20210712,1호선,아산,2385,2172,20210715
20210712,1호선,안양,18340,18153,20210715
20210712,1호선,야당,5782,5563,20210715
20210712,1호선,양주,6738,6332,20210715
20210712,1호선,영등포,29320,29653,20210715
20210712,1호선,오산,8130,8126,20210715
20210712,1호선,오산대,2734,2567,20210715
20210712,1호선,옥수,33,29,20210715
20210712,1호선,온양온천,2940,3006,20210715
20210712,1호선,왕십리(성동구청),11185,12904,20210715
20210712,1호선,외대앞,5890,5975,20210715
20210712,1호선,용산,26803,27338,20210715
20210712,1호선,운정,5816,5439,20210715
20210712,1호선,월계,5385,5174,20210715
20210712,1호선,월롱,1886,1972,20210715
20210712,1호선,응봉,1547,1326,20210715
20210712,1호선,의왕,8053,8220,20210715
20210712,1호선,의정부,15831,15970,20210715
20210712,1호선,이촌(국립중앙박물관),3222,2599,20210715
20210712,1호선,일산,7835,7841,20210715
20210712,1호선,임진강,6,2,20210715
20210712,1호선,제기동,14389,14559,20210715
20210712,1호선,종각,29169,28572,20210715
20210712,1호선,종로3가,21751,20413,20210715
20210712,1호선,종로5가,19082,18946,20210715
20210712,1호선,지행,5520,5514,20210715
20210712,1호선,직산,666,644,20210715
20210712,1호선,진위,1412,1328,20210715
20210712,1호선,천안,4220,4498,20210715
20210712,1호선,청량리(서울시립대입구),17068,17090,20210715
20210712,1호선,청량리(서울시립대입구),11649,12097,20210715
20210712,1호선,탄현,6766,6352,20210715
20210712,1호선,파주,983,745,20210715
20210712,1호선,평택,9552,9434,20210715
20210712,1호선,평택지제,2639,2632,20210715
20210712,1호선,풍산,4657,4451,20210715
20210712,1호선,한남,3757,3613,20210715
20210712,1호선,행신,6728,6937,20210715
20210712,1호선,홍대입구,1180,1341,20210715
20210712,1호선,화서,6551,6297,20210715
20210712,1호선,화전,1242,1151,20210715
20210712,1호선,회룡,11024,10877,20210715
20210712,1호선,효창공원앞,2570,3009,20210715
20210711,1호선,가능,3178,3025,20210714
20210711,1호선,가산디지털단지,3536,4795,20210714
20210711,1호선,가좌,2004,2122,20210714
20210711,1호선,강매,1105,1019,20210714
20210711,1호선,곡산,226,227,20210714
20210711,1호선,공덕,1259,1094,20210714
20210711,1호선,관악,3510,3214,20210714
20210711,1호선,광명,1789,1218,20210714
20210711,1호선,광운대,3184,3243,20210714
20210711,1호선,구로,7365,7657,20210714
20210711,1호선,군포,2426,2311,20210714
20210711,1호선,금릉,2205,2145,20210714
20210711,1호선,금정,10409,10836,20210714
20210711,1호선,금천구청,4781,4825,20210714
20210711,1호선,금촌,3622,3810,20210714
20210711,1호선,남영,3186,3409,20210714
20210711,1호선,노량진,4150,3922,20210714
20210711,1호선,녹양,2092,2088,20210714
20210711,1호선,녹천,2077,1799,20210714
20210711,1호선,능곡,1678,1687,20210714
20210711,1호선,당정,2295,2327,20210714
20210711,1호선,대방,4302,4787,20210714
20210711,1호선,덕계,1362,1253,20210714
20210711,1호선,덕정,2583,2731,20210714
20210711,1호선,도봉,2688,2515,20210714
20210711,1호선,도봉산,5820,4161,20210714
20210711,1호선,독산,4499,4748,20210714
20210711,1호선,동대문,6591,7164,20210714
20210711,1호선,동두천,1066,1290,20210714
20210711,1호선,동두천중앙,1676,1608,20210714
20210711,1호선,동묘앞,7941,7994,20210714
20210711,1호선,두정,4274,4361,20210714
20210711,1호선,디지털미디어시티,1011,935,20210714
20210711,1호선,망월사,3707,3617,20210714
20210711,1호선,명학,2633,2610,20210714
20210711,1호선,문산,2766,2778,20210714
20210711,1호선,방학,4552,4388,20210714
20210711,1호선,배방,596,660,20210714
20210711,1호선,백마,2425,2446,20210714
20210711,1호선,병점,6870,7673,20210714
20210711,1호선,보산,987,864,20210714
20210711,1호선,봉명,450,451,20210714
20210711,1호선,서강대,942,955,20210714
20210711,1호선,서동탄,588,586,20210714
20210711,1호선,서빙고,953,995,20210714
20210711,1호선,서울역,18432,15850,20210714
20210711,1호선,서울역,5154,1045,20210714
20210711,1호선,서울역,785,715,20210714
20210711,1호선,서정리,3403,4671,20210714
20210711,1호선,석계,3616,3953,20210714
20210711,1호선,석수,3863,3715,20210714
20210711,1호선,성균관대,5888,6232,20210714
20210711,1호선,성환,2141,2434,20210714
20210711,1호선,세류,1565,1630,20210714
20210711,1호선,세마,1329,1286,20210714
20210711,1호선,소요산,3283,2750,20210714
20210711,1호선,송탄,2786,3086,20210714
20210711,1호선,수색,701,802,20210714
20210711,1호선,수원,25250,24388,20210714
20210711,1호선,시청,5024,4787,20210714
20210711,1호선,신길,3812,3366,20210714
20210711,1호선,신도림,1717,1693,20210714
20210711,1호선,신설동,5228,5175,20210714
20210711,1호선,신이문,3639,3454,20210714
20210711,1호선,신창(순천향대),769,865,20210714
20210711,1호선,신촌,175,175,20210714
20210711,1호선,쌍용(나사렛대),911,903,20210714
20210711,1호선,아산,2388,1634,20210714
20210711,1호선,안양,10219,9934,20210714
20210711,1호선,야당,3285,3275,20210714
20210711,1호선,양주,3674,3570,20210714
20210711,1호선,영등포,22375,21463,20210714
20210711,1호선,오산,5988,6505,20210714
20210711,1호선,오산대,1638,1640,20210714
20210711,1호선,옥수,55,24,20210714
20210711,1호선,온양온천,2575,2507,20210714
20210711,1호선,왕십리(성동구청),6535,7676,20210714
20210711,1호선,외대앞,3772,3701,20210714
20210711,1호선,용산,22908,19894,20210714
20210711,1호선,운정,2742,2660,20210714
20210711,1호선,월계,2853,2629,20210714
20210711,1호선,월롱,669,1393,20210714
20210711,1호선,응봉,792,725,20210714
20210711,1호선,의왕,3312,3348,20210714
20210711,1호선,의정부,10373,10575,20210714
20210711,1호선,이촌(국립중앙박물관),1646,1385,20210714
20210711,1호선,일산,3427,3253,20210714
20210711,1호선,임진강,43,46,20210714
20210711,1호선,제기동,7336,7685,20210714
20210711,1호선,종각,8286,7681,20210714
20210711,1호선,종로3가,9748,8909,20210714
20210711,1호선,종로5가,5782,5967,20210714
20210711,1호선,지행,3301,3240,20210714
20210711,1호선,직산,437,520,20210714
20210711,1호선,진위,704,716,20210714
20210711,1호선,천안,5161,4753,20210714
20210711,1호선,청량리(서울시립대입구),10747,9431,20210714
20210711,1호선,청량리(서울시립대입구),9881,9982,20210714
20210711,1호선,탄현,3227,2972,20210714
20210711,1호선,파주,504,431,20210714
20210711,1호선,평택,9024,9396,20210714
20210711,1호선,평택지제,1815,1622,20210714
20210711,1호선,풍산,2692,2629,20210714
20210711,1호선,한남,1472,1516,20210714
20210711,1호선,행신,3236,3190,20210714
20210711,1호선,홍대입구,967,1094,20210714
20210711,1호선,화서,3132,2949,20210714
20210711,1호선,화전,625,627,20210714
20210711,1호선,회룡,5326,5416,20210714
20210711,1호선,효창공원앞,938,1075,20210714
20210710,1호선,가능,4527,4266,20210713
20210710,1호선,가산디지털단지,5196,6635,20210713
20210710,1호선,가좌,3189,2980,20210713
20210710,1호선,강매,1543,1439,20210713
20210710,1호선,곡산,324,331,20210713
20210710,1호선,공덕,8,11,20210713
20210710,1호선,공덕,1853,1585,20210713
20210710,1호선,관악,4768,4671,20210713
20210710,1호선,광명,1856,1806,20210713
20210710,1호선,광운대,4747,4575,20210713
20210710,1호선,구로,10860,11111,20210713
20210710,1호선,군포,3696,3430,20210713
20210710,1호선,금릉,2989,2907,20210713
20210710,1호선,금정,14897,15035,20210713
20210710,1호선,금천구청,6808,6752,20210713
20210710,1호선,금촌,4650,4486,20210713
20210710,1호선,남영,4783,4837,20210713
20210710,1호선,노량진,6409,5703,20210713
20210710,1호선,녹양,2943,2881,20210713
20210710,1호선,녹천,2930,2464,20210713
20210710,1호선,능곡,2263,2192,20210713
20210710,1호선,당정,3357,3255,20210713
20210710,1호선,대방,6348,6365,20210713
20210710,1호선,덕계,1901,1813,20210713
20210710,1호선,덕정,3476,3413,20210713
20210710,1호선,도봉,3894,3631,20210713
20210710,1호선,도봉산,7129,4815,20210713
20210710,1호선,독산,7059,7058,20210713
20210710,1호선,동대문,8863,8072,20210713
20210710,1호선,동두천,1357,1731,20210713
20210710,1호선,동두천중앙,2275,2349,20210713
20210710,1호선,동묘앞,8761,8998,20210713
20210710,1호선,두정,4905,5341,20210713
20210710,1호선,디지털미디어시티,1502,1417,20210713
20210710,1호선,망월사,4750,4776,20210713
20210710,1호선,명학,4011,3893,20210713
20210710,1호선,문산,3658,3613,20210713
20210710,1호선,방학,6344,6161,20210713
20210710,1호선,배방,818,845,20210713
20210710,1호선,백마,3400,3314,20210713
20210710,1호선,병점,9718,9489,20210713
20210710,1호선,보산,1146,1188,20210713
20210710,1호선,봉명,700,619,20210713
20210710,1호선,서강대,1445,1305,20210713
20210710,1호선,서동탄,758,800,20210713
20210710,1호선,서빙고,1079,957,20210713
20210710,1호선,서울역,937,1096,20210713
20210710,1호선,서울역,20637,22061,20210713
20210710,1호선,서울역,3864,1354,20210713
20210710,1호선,서정리,5080,4286,20210713
20210710,1호선,석계,5350,5667,20210713
20210710,1호선,석수,5299,4863,20210713
20210710,1호선,성균관대,8395,8259,20210713
20210710,1호선,성환,2517,2403,20210713
20210710,1호선,세류,2132,2217,20210713
20210710,1호선,세마,1815,1615,20210713
20210710,1호선,소요산,3252,2904,20210713
20210710,1호선,송탄,3767,3471,20210713
20210710,1호선,수색,1276,1251,20210713
20210710,1호선,수원,29020,31532,20210713
20210710,1호선,시청,7348,7357,20210713
20210710,1호선,신길,5396,4329,20210713
20210710,1호선,신도림,2401,2410,20210713
20210710,1호선,신설동,7672,7110,20210713
20210710,1호선,신이문,5325,4797,20210713
20210710,1호선,신창(순천향대),876,842,20210713
20210710,1호선,신촌,249,247,20210713
20210710,1호선,쌍용(나사렛대),1259,1144,20210713
20210710,1호선,아산,2200,2208,20210713
20210710,1호선,안양,14038,14153,20210713
20210710,1호선,야당,4340,4379,20210713
20210710,1호선,양주,4913,4715,20210713
20210710,1호선,영등포,28436,29905,20210713
20210710,1호선,오산,7709,7309,20210713
20210710,1호선,오산대,2293,2058,20210713
20210710,1호선,옥수,37,27,20210713
20210710,1호선,온양온천,2936,3056,20210713
20210710,1호선,왕십리(성동구청),9780,11309,20210713
20210710,1호선,외대앞,4897,4778,20210713
20210710,1호선,용산,24079,27204,20210713
20210710,1호선,운정,3914,3820,20210713
20210710,1호선,월계,4163,3817,20210713
20210710,1호선,월롱,1228,1120,20210713
20210710,1호선,응봉,1116,909,20210713
20210710,1호선,의왕,4959,4737,20210713
20210710,1호선,의정부,13801,14741,20210713
20210710,1호선,이촌(국립중앙박물관),2449,1839,20210713
20210710,1호선,일산,4806,4637,20210713
20210710,1호선,임진강,35,40,20210713
20210710,1호선,제기동,13044,13400,20210713
20210710,1호선,종각,13128,12573,20210713
20210710,1호선,종로3가,16366,15707,20210713
20210710,1호선,종로5가,13441,13566,20210713
20210710,1호선,지행,4378,4288,20210713
20210710,1호선,직산,507,502,20210713
20210710,1호선,진위,870,787,20210713
20210710,1호선,천안,5166,5467,20210713
20210710,1호선,청량리(서울시립대입구),15193,15556,20210713
20210710,1호선,청량리(서울시립대입구),11997,14026,20210713
20210710,1호선,탄현,4325,4218,20210713
20210710,1호선,파주,813,624,20210713
20210710,1호선,평택,10771,10422,20210713
20210710,1호선,평택지제,2253,2107,20210713
20210710,1호선,풍산,3356,3238,20210713
20210710,1호선,한남,2414,2184,20210713
20210710,1호선,행신,4131,4211,20210713
20210710,1호선,홍대입구,1280,1355,20210713
20210710,1호선,화서,4159,4218,20210713
20210710,1호선,화전,785,778,20210713
20210710,1호선,회룡,7797,7836,20210713
20210710,1호선,효창공원앞,1368,1604,20210713
20210709,1호선,가능,6414,6186,20210712
20210709,1호선,가산디지털단지,17666,20698,20210712
20210709,1호선,가좌,5284,4894,20210712
20210709,1호선,강매,2982,2595,20210712
20210709,1호선,곡산,577,591,20210712
20210709,1호선,공덕,3381,3043,20210712
20210709,1호선,관악,7157,6656,20210712
20210709,1호선,광명,3184,3077,20210712
20210709,1호선,광운대,7768,7238,20210712
20210709,1호선,구로,18859,19348,20210712
20210709,1호선,군포,7509,7484,20210712
20210709,1호선,금릉,4645,4629,20210712
20210709,1호선,금정,25834,25830,20210712
20210709,1호선,금천구청,11535,11688,20210712
20210709,1호선,금촌,6341,6253,20210712
20210709,1호선,남영,9020,9348,20210712
20210709,1호선,노량진,8246,8057,20210712
20210709,1호선,녹양,4495,4290,20210712
20210709,1호선,녹천,4712,3878,20210712
20210709,1호선,능곡,3555,3284,20210712
20210709,1호선,당정,6007,5675,20210712
20210709,1호선,대방,12564,12607,20210712
20210709,1호선,덕계,2863,2599,20210712
20210709,1호선,덕정,5164,4821,20210712
20210709,1호선,도봉,5933,5585,20210712
20210709,1호선,도봉산,7292,4533,20210712
20210709,1호선,독산,16665,17444,20210712
20210709,1호선,동대문,10653,9999,20210712
20210709,1호선,동두천,2011,2244,20210712
20210709,1호선,동두천중앙,3007,2960,20210712
20210709,1호선,동묘앞,7652,7976,20210712
20210709,1호선,두정,6017,6128,20210712
20210709,1호선,디지털미디어시티,2428,2260,20210712
20210709,1호선,망월사,7079,7166,20210712
20210709,1호선,명학,8884,8752,20210712
20210709,1호선,문산,5306,5137,20210712
20210709,1호선,방학,9295,9203,20210712
20210709,1호선,배방,1078,989,20210712
20210709,1호선,백마,6536,6378,20210712
20210709,1호선,병점,13822,13534,20210712
20210709,1호선,보산,1366,1305,20210712
20210709,1호선,봉명,1260,1184,20210712
20210709,1호선,서강대,2144,2033,20210712
20210709,1호선,서동탄,1470,1328,20210712
20210709,1호선,서빙고,1942,1691,20210712
20210709,1호선,서울역,5797,2177,20210712
20210709,1호선,서울역,41401,40852,20210712
20210709,1호선,서울역,4222,5226,20210712
20210709,1호선,서정리,6510,5480,20210712
20210709,1호선,석계,7929,8706,20210712
20210709,1호선,석수,9747,8536,20210712
20210709,1호선,성균관대,13552,13436,20210712
20210709,1호선,성환,3393,3215,20210712
20210709,1호선,세류,2985,2875,20210712
20210709,1호선,세마,2766,2516,20210712
20210709,1호선,소요산,2676,2285,20210712
20210709,1호선,송탄,4156,3897,20210712
20210709,1호선,수색,2725,2716,20210712
20210709,1호선,수원,32680,35538,20210712
20210709,1호선,시청,20488,20612,20210712
20210709,1호선,신길,9170,7556,20210712
20210709,1호선,신도림,4161,4110,20210712
20210709,1호선,신설동,13566,13270,20210712
20210709,1호선,신이문,8384,7606,20210712
20210709,1호선,신창(순천향대),1259,1045,20210712
20210709,1호선,신촌,836,1047,20210712
20210709,1호선,쌍용(나사렛대),1975,1803,20210712
20210709,1호선,아산,2884,3002,20210712
20210709,1호선,안양,20327,20608,20210712
20210709,1호선,야당,6722,6622,20210712
20210709,1호선,양주,7397,7007,20210712
20210709,1호선,영등포,35622,37460,20210712
20210709,1호선,오산,9531,9138,20210712
20210709,1호선,오산대,3184,2994,20210712
20210709,1호선,옥수,60,31,20210712
20210709,1호선,온양온천,4305,4477,20210712
20210709,1호선,왕십리(성동구청),13145,14869,20210712
20210709,1호선,외대앞,6554,6478,20210712
20210709,1호선,용산,33017,35338,20210712
20210709,1호선,운정,6391,6103,20210712
20210709,1호선,월계,6275,5979,20210712
20210709,1호선,월롱,2402,1958,20210712
20210709,1호선,응봉,1752,1422,20210712
20210709,1호선,의왕,8941,8845,20210712
20210709,1호선,의정부,17076,17984,20210712
20210709,1호선,이촌(국립중앙박물관),3655,2835,20210712
20210709,1호선,일산,8772,8748,20210712
20210709,1호선,임진강,7,1,20210712
20210709,1호선,제기동,16837,17249,20210712
20210709,1호선,종각,32656,32054,20210712
20210709,1호선,종로3가,24560,22723,20210712
20210709,1호선,종로5가,21036,21082,20210712
20210709,1호선,지행,6147,6167,20210712
20210709,1호선,직산,816,770,20210712
20210709,1호선,진위,1814,1447,20210712
20210709,1호선,천안,5274,5510,20210712
20210709,1호선,청량리(서울시립대입구),19329,19577,20210712
20210709,1호선,청량리(서울시립대입구),14987,16404,20210712
20210709,1호선,탄현,7296,7096,20210712
20210709,1호선,파주,1236,807,20210712
20210709,1호선,평택,11926,11449,20210712
20210709,1호선,평택지제,3222,2997,20210712
20210709,1호선,풍산,5294,5057,20210712
20210709,1호선,한남,4064,3807,20210712
20210709,1호선,행신,7430,7690,20210712
20210709,1호선,홍대입구,1364,1471,20210712
20210709,1호선,화서,7291,7184,20210712
20210709,1호선,화전,1544,1418,20210712
20210709,1호선,회룡,11890,11995,20210712
20210709,1호선,효창공원앞,2758,3187,20210712
20210708,1호선,가능,6281,6115,20210711
20210708,1호선,가산디지털단지,18322,21371,20210711
20210708,1호선,가좌,5190,4901,20210711
20210708,1호선,강매,3082,2668,20210711
20210708,1호선,곡산,555,572,20210711
20210708,1호선,공덕,3327,3007,20210711
20210708,1호선,관악,6973,6549,20210711
20210708,1호선,광명,2907,2540,20210711
20210708,1호선,광운대,7670,7266,20210711
20210708,1호선,구로,18577,18947,20210711
20210708,1호선,군포,7621,7445,20210711
20210708,1호선,금릉,4419,4330,20210711
20210708,1호선,금정,25424,25753,20210711
20210708,1호선,금천구청,11358,11573,20210711
20210708,1호선,금촌,5977,5815,20210711
20210708,1호선,남영,9155,9523,20210711
20210708,1호선,노량진,7807,7761,20210711
20210708,1호선,녹양,4464,4211,20210711
20210708,1호선,녹천,4670,3978,20210711
20210708,1호선,능곡,3556,3250,20210711
20210708,1호선,당정,6044,5798,20210711
20210708,1호선,대방,12770,13123,20210711
20210708,1호선,덕계,2774,2532,20210711
20210708,1호선,덕정,4810,4763,20210711
20210708,1호선,도봉,5865,5650,20210711
20210708,1호선,도봉산,7029,4396,20210711
20210708,1호선,독산,17006,18060,20210711
20210708,1호선,동대문,10368,9714,20210711
20210708,1호선,동두천,2012,2100,20210711
20210708,1호선,동두천중앙,2993,2920,20210711
20210708,1호선,동묘앞,7487,7804,20210711
20210708,1호선,두정,4445,4612,20210711
20210708,1호선,디지털미디어시티,2441,2266,20210711
20210708,1호선,망월사,6847,6951,20210711
20210708,1호선,명학,8936,8949,20210711
20210708,1호선,문산,4776,4677,20210711
20210708,1호선,방학,9185,9013,20210711
20210708,1호선,배방,872,854,20210711
20210708,1호선,백마,6709,6440,20210711
20210708,1호선,병점,12864,12816,20210711
20210708,1호선,보산,1356,1230,20210711
20210708,1호선,봉명,1185,1117,20210711
20210708,1호선,서강대,2096,1913,20210711
20210708,1호선,서동탄,1446,1228,20210711
20210708,1호선,서빙고,1836,1657,20210711
20210708,1호선,서울역,39057,37277,20210711
20210708,1호선,서울역,4605,1590,20210711
20210708,1호선,서울역,4102,5287,20210711
20210708,1호선,서정리,5528,5186,20210711
20210708,1호선,석계,7563,8594,20210711
20210708,1호선,석수,9650,8496,20210711
20210708,1호선,성균관대,13288,13255,20210711
20210708,1호선,성환,2901,2933,20210711
20210708,1호선,세류,2901,2701,20210711
20210708,1호선,세마,2639,2547,20210711
20210708,1호선,소요산,2569,2252,20210711
20210708,1호선,송탄,3723,3622,20210711
20210708,1호선,수색,2715,2856,20210711
20210708,1호선,수원,29768,31790,20210711
20210708,1호선,시청,21048,21064,20210711
20210708,1호선,신길,9088,7649,20210711
20210708,1호선,신도림,4113,4149,20210711
20210708,1호선,신설동,13475,13147,20210711
20210708,1호선,신이문,8166,7585,20210711
20210708,1호선,신창(순천향대),975,956,20210711
20210708,1호선,신촌,820,996,20210711
20210708,1호선,쌍용(나사렛대),1612,1544,20210711
20210708,1호선,아산,2299,2143,20210711
20210708,1호선,안양,20120,20169,20210711
20210708,1호선,야당,6689,6510,20210711
20210708,1호선,양주,7099,6607,20210711
20210708,1호선,영등포,33502,34476,20210711
20210708,1호선,오산,8804,8911,20210711
20210708,1호선,오산대,3010,2830,20210711
20210708,1호선,옥수,33,31,20210711
20210708,1호선,온양온천,2771,2880,20210711
20210708,1호선,왕십리(성동구청),12877,14587,20210711
20210708,1호선,외대앞,6332,6358,20210711
20210708,1호선,용산,30339,31309,20210711
20210708,1호선,운정,6358,6079,20210711
20210708,1호선,월계,6170,5946,20210711
20210708,1호선,월롱,2082,1981,20210711
20210708,1호선,응봉,1740,1493,20210711
20210708,1호선,의왕,9032,8823,20210711
20210708,1호선,의정부,16437,16949,20210711
20210708,1호선,이촌(국립중앙박물관),3618,2775,20210711
20210708,1호선,일산,9528,9342,20210711
20210708,1호선,임진강,8,10,20210711
20210708,1호선,제기동,16003,16412,20210711
20210708,1호선,종각,33875,33068,20210711
20210708,1호선,종로3가,24252,22637,20210711
20210708,1호선,종로5가,21242,21046,20210711
20210708,1호선,지행,5813,5888,20210711
20210708,1호선,직산,658,652,20210711
20210708,1호선,진위,1532,1391,20210711
20210708,1호선,천안,4173,4230,20210711
20210708,1호선,청량리(서울시립대입구),18508,18311,20210711
20210708,1호선,청량리(서울시립대입구),13234,14108,20210711
20210708,1호선,탄현,7339,7058,20210711
20210708,1호선,파주,1154,744,20210711
20210708,1호선,평택,10036,9907,20210711
20210708,1호선,평택지제,2723,2601,20210711
20210708,1호선,풍산,5387,5059,20210711
20210708,1호선,한남,4076,3908,20210711
20210708,1호선,행신,7490,7517,20210711
20210708,1호선,홍대입구,1390,1466,20210711
20210708,1호선,화서,7150,6911,20210711
20210708,1호선,화전,1500,1352,20210711
20210708,1호선,회룡,11833,11809,20210711
20210708,1호선,효창공원앞,2779,3218,20210711
20210707,1호선,가능,6508,6233,20210710
20210707,1호선,가산디지털단지,18697,21655,20210710
20210707,1호선,가좌,5286,4996,20210710
20210707,1호선,강매,3226,2753,20210710
20210707,1호선,곡산,608,628,20210710
20210707,1호선,공덕,3555,3182,20210710
20210707,1호선,관악,7110,6716,20210710
20210707,1호선,광명,2999,2528,20210710
20210707,1호선,광운대,7965,7425,20210710
20210707,1호선,구로,19239,19641,20210710
20210707,1호선,군포,7722,7667,20210710
20210707,1호선,금릉,4574,4552,20210710
20210707,1호선,금정,25979,26284,20210710
20210707,1호선,금천구청,11860,11838,20210710
20210707,1호선,금촌,6161,6020,20210710
20210707,1호선,남영,9314,9762,20210710
20210707,1호선,노량진,7788,7912,20210710
20210707,1호선,녹양,4654,4431,20210710
20210707,1호선,녹천,4733,4058,20210710
20210707,1호선,능곡,3676,3471,20210710
