사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20210701,1호선,도화,4374,4048,20210704
20210701,1호선,중동,9428,8847,20210704
20210701,1호선,온수(성공회대입구),7142,6884,20210704
20210701,1호선,도원,3610,3677,20210704
20210701,1호선,간석,6213,5934,20210704
20210701,1호선,부개,8649,8150,20210704
20210701,1호선,소사,8625,8593,20210704
20210701,1호선,구일,7339,7528,20210704
20210701,1호선,인천,3866,3029,20210704
20210701,1호선,동인천,14274,13521,20210704
20210701,1호선,제물포,10762,10296,20210704
20210701,1호선,주안,18523,16843,20210704
20210701,1호선,동암,15110,15181,20210704
20210701,1호선,백운,7210,6992,20210704
20210701,1호선,부평,29901,31734,20210704
20210701,1호선,송내,27595,27654,20210704
20210701,1호선,부천,32319,32487,20210704
20210701,1호선,역곡,27485,27158,20210704
20210701,1호선,오류동,12230,11416,20210704
20210701,1호선,개봉,21654,21824,20210704
20210701,1호선,소요산,3047,2534,20210704
20210701,1호선,동두천,2188,2438,20210704
20210701,1호선,보산,1894,1521,20210704
20210701,1호선,동두천중앙,3204,3121,20210704
20210701,1호선,지행,6513,6540,20210704
20210701,1호선,덕정,5101,4903,20210704
20210701,1호선,덕계,2864,2592,20210704
20210701,1호선,양주,7489,7159,20210704
20210701,1호선,녹양,4653,4523,20210704
20210701,1호선,가능,6687,6453,20210704
20210701,1호선,의정부,17433,17808,20210704
20210701,1호선,회룡,12286,12100,20210704
20210701,1호선,망월사,7159,7396,20210704
20210701,1호선,도봉산,8068,5174,20210704
20210701,1호선,도봉,5915,5782,20210704
20210701,1호선,방학,9632,9446,20210704
20210701,1호선,창동,1,0,20210704
20210701,1호선,녹천,4958,4166,20210704
20210701,1호선,월계,6504,6190,20210704
20210701,1호선,광운대,8128,7716,20210704
20210701,1호선,석계,8087,9200,20210704
20210701,1호선,신이문,8732,8029,20210704
20210701,1호선,외대앞,7081,7213,20210704
20210701,1호선,청량리(서울시립대입구),14585,15577,20210704
20210701,1호선,왕십리(성동구청),13591,15315,20210704
20210701,1호선,응봉,1863,1575,20210704
20210701,1호선,옥수,44,35,20210704
20210701,1호선,한남,4283,4029,20210704
20210701,1호선,서빙고,1928,1804,20210704
20210701,1호선,이촌(국립중앙박물관),3969,3076,20210704
20210701,1호선,광명,3129,2784,20210704
20210701,1호선,서동탄,1562,1310,20210704
20210701,1호선,당정,6335,6109,20210704
20210701,1호선,천안,4600,4691,20210704
20210701,1호선,두정,4831,4956,20210704
20210701,1호선,직산,755,773,20210704
20210701,1호선,성환,3038,3052,20210704
20210701,1호선,평택,11096,10618,20210704
20210701,1호선,평택지제,2864,2857,20210704
20210701,1호선,서정리,5896,5478,20210704
20210701,1호선,송탄,4007,3745,20210704
20210701,1호선,진위,1613,1471,20210704
20210701,1호선,오산,9051,8963,20210704
20210701,1호선,오산대,3256,3048,20210704
20210701,1호선,세마,2701,2521,20210704
20210701,1호선,병점,13729,13719,20210704
20210701,1호선,세류,3082,2850,20210704
20210701,1호선,독산,17453,18454,20210704
20210701,1호선,수원,32340,34318,20210704
20210701,1호선,화서,7680,7460,20210704
20210701,1호선,성균관대,13920,13736,20210704
20210701,1호선,의왕,9097,8969,20210704
20210701,1호선,군포,7757,7682,20210704
20210701,1호선,금정,26476,26821,20210704
20210701,1호선,명학,9217,9287,20210704
20210701,1호선,안양,21924,21527,20210704
20210701,1호선,관악,7408,6855,20210704
20210701,1호선,석수,10198,9120,20210704
20210701,1호선,금천구청,11970,11905,20210704
20210701,1호선,가산디지털단지,18893,21802,20210704
20210701,1호선,구로,19091,19500,20210704
20210701,1호선,신길,9532,8013,20210704
20210701,1호선,신도림,4365,4405,20210704
20210701,1호선,영등포,36911,38004,20210704
20210701,1호선,대방,13229,13490,20210704
