사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20210601,1호선,석수,9939,8999,20210604
20210601,1호선,관악,7460,6841,20210604
20210601,1호선,안양,24650,24564,20210604
20210601,1호선,명학,9484,9236,20210604
20210601,1호선,금정,26541,26853,20210604
20210601,1호선,군포,7910,7880,20210604
20210601,1호선,의왕,9364,9319,20210604
20210601,1호선,성균관대,14593,14364,20210604
20210601,1호선,화서,7525,7291,20210604
20210601,1호선,수원,31895,33857,20210604
20210601,1호선,독산,17498,18393,20210604
20210601,1호선,세류,3040,2807,20210604
20210601,1호선,병점,13985,13955,20210604
20210601,1호선,세마,2651,2407,20210604
20210601,1호선,오산대,3643,3528,20210604
20210601,1호선,오산,9267,9282,20210604
20210601,1호선,진위,1603,1347,20210604
20210601,1호선,송탄,3969,3682,20210604
20210601,1호선,서정리,6633,6230,20210604
20210601,1호선,평택지제,2823,2629,20210604
20210601,1호선,평택,10964,10856,20210604
20210601,1호선,개봉,21460,21796,20210604
20210601,1호선,오류동,12154,11428,20210604
20210601,1호선,역곡,28225,27869,20210604
20210601,1호선,부천,32174,32164,20210604
20210601,1호선,송내,27726,27762,20210604
20210601,1호선,부평,28190,29847,20210604
20210601,1호선,백운,7142,7013,20210604
20210601,1호선,동암,15066,15174,20210604
20210601,1호선,주안,18421,16693,20210604
20210601,1호선,제물포,10749,10263,20210604
20210601,1호선,동인천,13669,12859,20210604
20210601,1호선,인천,3506,2628,20210604
20210601,1호선,구일,6933,7072,20210604
20210601,1호선,소사,9041,9000,20210604
20210601,1호선,부개,8556,8076,20210604
20210601,1호선,간석,6039,5781,20210604
20210601,1호선,도원,3320,3438,20210604
20210601,1호선,서울역,4296,1414,20210604
20210601,1호선,남영,9644,10078,20210604
20210601,1호선,용산,28080,28760,20210604
20210601,1호선,노량진,8055,8445,20210604
20210601,1호선,대방,13153,13384,20210604
20210601,1호선,영등포,33564,34833,20210604
20210601,1호선,신도림,4300,4315,20210604
20210601,1호선,신길,9578,8082,20210604
20210601,1호선,구로,19273,19624,20210604
20210601,1호선,가산디지털단지,19033,21987,20210604
20210601,1호선,금천구청,12073,12101,20210604
20210601,1호선,성환,3796,3862,20210604
20210601,1호선,직산,755,754,20210604
