사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20201001,1호선,청량리(서울시립대입구),6567,6637,20201004
20201001,1호선,제기동,3450,3186,20201004
20201001,1호선,신설동,3386,3300,20201004
20201001,1호선,동대문,6187,6468,20201004
20201001,1호선,종로5가,2706,2761,20201004
20201001,1호선,종로3가,5882,5659,20201004
20201001,1호선,종각,5570,5352,20201004
20201001,1호선,시청,2989,2955,20201004
20201001,1호선,동묘앞,4415,4773,20201004
20201001,1호선,서울역,13090,14290,20201004
20201001,1호선,서울역,2042,479,20201004
20201001,1호선,남영,2047,2134,20201004
20201001,1호선,용산,14237,15442,20201004
20201001,1호선,노량진,3627,3572,20201004
20201001,1호선,대방,3164,3041,20201004
20201001,1호선,영등포,14912,15826,20201004
20201001,1호선,신도림,1080,1032,20201004
20201001,1호선,신길,2950,2527,20201004
20201001,1호선,구로,5939,6221,20201004
20201001,1호선,가산디지털단지,3037,4197,20201004
20201001,1호선,금천구청,3982,3885,20201004
20201001,1호선,석수,3028,2625,20201004
20201001,1호선,관악,2284,2220,20201004
20201001,1호선,안양,7492,7475,20201004
20201001,1호선,명학,2036,1906,20201004
20201001,1호선,금정,8484,8399,20201004
20201001,1호선,군포,2254,2030,20201004
20201001,1호선,의왕,2630,2678,20201004
20201001,1호선,성균관대,4251,4393,20201004
20201001,1호선,화서,2362,2334,20201004
20201001,1호선,수원,21099,22852,20201004
20201001,1호선,독산,3402,3408,20201004
20201001,1호선,세류,1574,1455,20201004
20201001,1호선,병점,5225,5337,20201004
20201001,1호선,세마,950,844,20201004
20201001,1호선,오산대,1276,1167,20201004
20201001,1호선,오산,5554,5295,20201004
20201001,1호선,진위,592,487,20201004
20201001,1호선,송탄,2409,2269,20201004
20201001,1호선,서정리,2468,2564,20201004
20201001,1호선,지제,956,894,20201004
20201001,1호선,평택,8035,7740,20201004
20201001,1호선,성환,2109,2013,20201004
20201001,1호선,직산,398,412,20201004
20201001,1호선,두정,2336,2331,20201004
20201001,1호선,천안,4585,4495,20201004
20201001,1호선,당정,1703,1614,20201004
20201001,1호선,서동탄,538,491,20201004
20201001,1호선,광명,895,793,20201004
20201001,1호선,이촌(국립중앙박물관),1036,822,20201004
20201001,1호선,서빙고,499,423,20201004
20201001,1호선,한남,1270,1230,20201004
20201001,1호선,옥수,29,18,20201004
20201001,1호선,응봉,737,611,20201004
20201001,1호선,왕십리(성동구청),4668,5520,20201004
20201001,1호선,청량리(서울시립대입구),5958,6334,20201004
20201001,1호선,외대앞,2717,2494,20201004
20201001,1호선,신이문,3020,2842,20201004
20201001,1호선,석계,3259,3326,20201004
20201001,1호선,광운대,2797,2824,20201004
20201001,1호선,월계,2365,2188,20201004
20201001,1호선,녹천,1803,1478,20201004
20201001,1호선,방학,3548,3431,20201004
20201001,1호선,도봉,2081,1930,20201004
20201001,1호선,도봉산,3996,2771,20201004
20201001,1호선,망월사,2444,2477,20201004
20201001,1호선,회룡,4103,3932,20201004
20201001,1호선,의정부,7862,8225,20201004
20201001,1호선,가능,2697,2478,20201004
20201001,1호선,녹양,1582,1564,20201004
20201001,1호선,양주,3575,3365,20201004
20201001,1호선,덕계,902,891,20201004
20201001,1호선,덕정,2413,2256,20201004
